,Word,V,A,D
20328,crippled,4.869130434782609,4.141739130434783,5.099565217391304
20329,halting,4.869130434782609,4.141739130434783,5.099565217391304
20330,Gamma,6.25,4.8,4.86
20331,gangdom,3.24,4.26,3.83
20332,sphacelate,2.5,5.38,3.12
20333,mortification,2.385,5.404999999999999,3.19
20334,slough,4.423333333333333,4.25,4.866666666666667
20335,necrose,2.5,5.38,3.12
20336,necrosis,2.5,5.38,3.12
20337,sphacelus,2.5,5.38,3.12
20338,gangplank,4.835,3.39,4.995
20339,gangboard,4.835,3.39,4.995
20340,col,4.37625,4.39125,5.0737499999999995
20341,gawp,4.988333333333333,3.8666666666666667,5.206666666666667
20342,agape,4.744,3.7880000000000003,5.048
20343,gape,4.988333333333334,3.866666666666667,5.206666666666667
20344,yaw,4.827272727272727,4.370909090909091,4.965454545454546
20345,scraps,3.66625,4.48125,4.615000000000001
20346,nurseryman,6.35,2.95,6.77
20347,horticulture,7.055,3.455,6.225
20348,garnishee,5.636666666666667,3.936666666666666,6.096666666666667
20349,Garrison,4.67,4.04,4.55
20350,gasolene,4.689090909090909,4.907272727272727,5.097272727272728
20351,colicky,3.21,3.5,4.26
20352,flatulent,3.21,3.5,4.26
20353,stomachal,3.91,4.16,4.43
20354,stomachic,3.91,4.16,4.43
20355,gantlet,4.76,4.43,5.29
20356,netting,4.5,3.2,4.76
20357,veiling,4.5,3.2,4.76
20358,homophile,5.324516129032257,4.624193548387098,5.1974193548387095
20359,jocund,6.126666666666667,4.9272222222222215,5.733888888888889
20360,jovial,6.126666666666667,4.9272222222222215,5.733888888888889
20361,gearing,5.732380952380952,4.06047619047619,5.794761904761906
20362,cogwheel,5.545,3.955,5.49
20363,geartrain,5.732380952380952,4.06047619047619,5.794761904761906
20364,gelatine,5.306666666666667,3.6300000000000003,5.466666666666666
20365,gemstone,6.165714285714286,4.072857142857143,5.725714285714285
20366,genesis,6.08,4.24,5.23
20367,multiplication,5.6085714285714285,3.347142857142857,5.442857142857143
20368,contemporaries,6.08,4.24,5.23
20369,coevals,6.08,4.24,5.23
20370,generousness,7.55,4.29,6.56
20371,unselfishness,7.55,4.29,6.56
20372,transmitted,5.546666666666667,3.8266666666666667,4.27
20373,genetical,5.02,3.94,3.88
20374,familial,5.546666666666667,3.8266666666666667,4.27
20375,genic,5.02,3.94,3.88
20376,inherited,5.546666666666667,3.8266666666666667,4.27
20377,djinny,6.1,4.41,5.32
20378,jinni,6.1,4.41,5.32
20379,jinnee,6.1,4.41,5.32
20380,djinni,6.1,4.41,5.32
20381,djinn,6.1,4.41,5.32
20382,wizardry,6.338750000000001,4.6875,6.030625
20383,Ghent,5.321428571428571,3.695714285714286,5.111428571428571
20384,Gent,5.321428571428571,3.695714285714286,5.111428571428571
20385,Gand,5.321428571428571,3.695714285714286,5.111428571428571
20386,goy,4.475,4.265,4.922499999999999
20387,gentlemanlike,6.77,3.91,7.0
20388,unfeigned,6.87,3.7540000000000004,6.433
20389,echt,6.5649999999999995,3.8549999999999995,6.3125
20390,geographics,5.4,2.56,4.45
20391,geologic,6.43,3.95,5.61
20392,geometrical,5.24,4.21,5.36
20393,gerbille,5.2,2.59,5.38
20394,gerontological,3.58,2.55,3.85
20395,gesticulate,5.888,4.196,5.792
20396,macabre,3.622105263157895,4.425789473684211,4.4144736842105265
20397,sepulchral,2.87,5.172000000000001,3.7599999999999993
20398,charnel,2.87,5.172000000000001,3.7599999999999993
20399,ghostwrite,4.642857142857143,4.472857142857143,5.2
20400,ghostwriter,4.642857142857143,4.472857142857143,5.2
20401,wraith,4.85,4.241333333333333,5.037999999999999
20402,apparitional,5.1725,5.0275,5.195
20403,phantasmal,5.1725,5.0275,5.195
20404,ghostlike,5.1725,5.0275,5.195
20405,graverobber,2.84,4.95,4.3
20406,behemoth,4.247692307692307,5.029230769230769,4.936153846153847
20407,elephantine,4.885714285714286,4.5914285714285725,5.627142857142857
20408,goliath,4.247692307692307,5.029230769230769,4.936153846153847
20409,colossus,4.247692307692307,5.029230769230769,4.936153846153847
20410,gargantuan,4.885714285714286,4.5914285714285725,5.627142857142857
20411,endow,6.312857142857142,4.132142857142857,6.1935714285714285
20412,indue,6.312857142857142,4.132142857142857,6.1935714285714285
20413,endue,6.312857142857142,4.132142857142857,6.1935714285714285
20414,fizgig,5.1175,4.675000000000001,5.1575
20415,fishgig,5.1175,4.675000000000001,5.1575
20416,titter,7.95,5.39,4.75
20417,gilt,6.862727272727272,4.568181818181819,6.081818181818182
20418,specious,6.771666666666667,4.531666666666666,5.993333333333333
20419,engild,6.771666666666667,4.531666666666666,5.993333333333333
20420,begild,6.771666666666667,4.531666666666666,5.993333333333333
20421,whatchamacallit,5.481111111111111,3.8911111111111105,5.346666666666668
20422,gubbins,5.481111111111111,3.8911111111111105,5.346666666666668
20423,thingamajig,5.481111111111111,3.8911111111111105,5.346666666666668
20424,thingumabob,5.481111111111111,3.8911111111111105,5.346666666666668
20425,thingamabob,5.481111111111111,3.8911111111111105,5.346666666666668
20426,doodad,5.481111111111111,3.8911111111111105,5.346666666666668
20427,doohickey,5.481111111111111,3.8911111111111105,5.346666666666668
20428,thingmabob,5.481111111111111,3.8911111111111105,5.346666666666668
20429,thingmajig,5.481111111111111,3.8911111111111105,5.346666666666668
20430,thingumajig,5.481111111111111,3.8911111111111105,5.346666666666668
20431,thingummy,5.481111111111111,3.8911111111111105,5.346666666666668
20432,whatsis,5.481111111111111,3.8911111111111105,5.346666666666668
20433,doojigger,5.481111111111111,3.8911111111111105,5.346666666666668
20434,whatchamacallum,5.481111111111111,3.8911111111111105,5.346666666666668
20435,lameness,3.6666666666666665,3.5033333333333334,4.326666666666667
20436,gimpiness,3.6666666666666665,3.5033333333333334,4.326666666666667
20437,gameness,3.6666666666666665,3.5033333333333334,4.326666666666667
20438,hobble,4.7958823529411765,4.384705882352941,4.935294117647058
20439,claudication,3.6666666666666665,3.5033333333333334,4.326666666666667
20440,limping,3.6666666666666665,3.5033333333333334,4.326666666666667
20441,gingery,5.970000000000001,4.63,5.665
20442,gingerroot,5.970000000000001,4.63,5.665
20443,peppiness,5.970000000000001,4.63,5.665
20444,camelopard,6.52,2.91,5.27
20445,cincture,5.076666666666666,4.7,4.963333333333334
20446,waistband,5.076666666666666,4.7,4.963333333333334
20447,waistcloth,5.076666666666666,4.7,4.963333333333334
20448,fille,4.7525,4.383333333333334,4.764166666666667
20449,schoolgirlish,6.22,3.45,5.0
20450,springiness,5.799512195121951,4.27170731707317,5.7265853658536585
20451,ventriculus,3.86,3.86,5.05
20452,beaming,7.7700000000000005,4.93,6.916666666666667
20453,gladiolus,8.01,4.88,7.105
20454,gladiola,8.01,4.88,7.105
20455,prizefighter,5.21,5.05,4.86
20456,glamourous,6.58,4.81,6.22
20457,glamor,3.8,5.0175,4.865
20458,secreter,4.39,4.14,5.09
20459,secretor,4.39,4.14,5.09
20460,spyglass,4.472857142857143,3.665714285714286,4.785714285714286
20461,glassful,4.472857142857143,3.665714285714286,4.785714285714286
20462,glassed,6.351999999999999,4.108,5.8180000000000005
20463,glassy,6.351999999999999,4.108,5.8180000000000005
20464,lambency,6.283636363636364,4.669090909090909,5.793636363636363
20465,nitid,6.474285714285714,4.78,5.938571428571429
20466,agleam,6.474285714285714,4.78,5.938571428571429
20467,hilarity,5.315,4.255,6.445
20468,mirthfulness,5.315,4.255,6.445
20469,gloating,5.5725,4.414999999999999,6.4475
20470,gleefulness,5.315,4.255,6.445
20471,mirth,5.315,4.255,6.445
20472,sailing,5.887499999999999,4.012499999999999,6.025
20473,sailplaning,5.903333333333333,4.016666666666667,5.836666666666667
20474,semivowel,5.903333333333333,4.016666666666667,5.836666666666667
20475,gliding,5.903333333333333,4.016666666666667,5.836666666666667
20476,sailplane,5.8375,4.9425,5.8075
20477,glimmering,6.119999999999999,4.2700000000000005,5.675
20478,scintillation,6.166428571428571,4.458571428571429,5.770714285714285
20479,glister,6.2459999999999996,4.426,5.849
20480,coruscation,6.2459999999999996,4.426,5.849
20481,spheric,6.233333333333333,4.3,4.8999999999999995
20482,orbicular,6.233333333333333,4.3,4.8999999999999995
20483,spherical,6.233333333333333,4.3,4.8999999999999995
20484,globose,6.233333333333333,4.3,4.8999999999999995
20485,globular,6.233333333333333,4.3,4.8999999999999995
20486,sombreness,4.9375,4.1375,5.1875
20487,glumness,2.89,3.9,4.07
20488,somberness,4.9375,4.1375,5.1875
20489,gloominess,2.5324999999999998,3.6675,3.6675
20490,sulky,3.728,3.454666666666667,4.54
20491,gloomful,3.727272727272727,3.673636363636364,4.4818181818181815
20492,glooming,3.727272727272727,3.673636363636364,4.4818181818181815
20493,canonized,5.640000000000001,4.715,6.105
20494,transfigure,5.640000000000001,4.715,6.105
20495,spiritualize,5.640000000000001,4.715,6.105
20496,laud,5.640000000000001,4.715,6.105
20497,extol,5.640000000000001,4.715,6.105
20498,glorify,5.640000000000001,4.715,6.105
20499,canonised,5.640000000000001,4.715,6.105
20500,resplendent,7.306,4.83,6.764
20501,splendiferous,7.306,4.83,6.764
20502,glorification,6.510000000000001,4.760000000000001,5.919999999999999
20503,resplendency,6.510000000000001,4.760000000000001,5.919999999999999
20504,resplendence,6.510000000000001,4.760000000000001,5.919999999999999
20505,glossiness,6.099166666666668,3.704166666666667,5.899166666666666
20506,rubric,5.899090909090909,3.936363636363636,6.035454545454545
20507,glossary,5.94,3.75,5.782
20508,calendered,5.734999999999999,4.21,5.795
20509,glistening,5.7313636363636355,4.33818181818182,5.635909090909091
20510,sheeny,5.7313636363636355,4.33818181818182,5.635909090909091
20511,luminescence,6.22375,4.58,5.7125
20512,radiance,5.860666666666666,4.400666666666667,5.627333333333334
20513,glowing,6.22375,4.58,5.7125
20514,incandescence,6.22375,4.58,5.7125
20515,mucilage,5.022500000000001,3.19,4.967499999999999
20516,gourmandizer,4.46,4.785,4.43
20517,gourmand,4.46,4.785,4.43
20518,trencherman,4.46,4.785,4.43
20519,locomote,5.310555555555557,4.454074074074075,5.533888888888891
20520,goalkeeper,5.71,3.21,5.77
20521,netkeeper,5.71,3.21,5.77
20522,netminder,5.71,3.21,5.77
20523,goaltender,5.71,3.21,5.77
20524,Goat,4.4325,4.2625,4.48
20525,Capricorn,4.4325,4.2625,4.48
20526,hobgoblin,3.16,4.7,3.84
20527,deity,5.846666666666667,5.079999999999999,5.566666666666666
20528,God,5.846666666666667,5.079999999999999,5.566666666666666
20529,divinity,5.6225000000000005,4.64,5.512499999999999
20530,irreverent,5.522,4.233,5.701000000000001
20531,Au,6.540000000000001,4.2775,5.74
20532,halcyon,6.976000000000001,4.487,6.258
20533,linksman,5.46,3.0,5.56
20534,guck,4.151538461538462,3.788461538461538,4.412307692307692
20535,gook,4.151538461538462,3.788461538461538,4.412307692307692
20536,groundnut,5.435,3.8324999999999996,5.27
20537,earthnut,5.6899999999999995,3.7659999999999996,5.234
20538,well,6.475151515151515,4.187878787878788,6.1512121212121205
20539,unspoilt,6.743333333333334,4.029523809523809,6.502857142857143
20540,estimable,6.61,3.9923076923076923,6.4265384615384615
20541,unspoiled,6.743333333333334,4.029523809523809,6.502857142857143
20542,thoroughly,6.743333333333334,4.029523809523809,6.502857142857143
20543,undecomposed,6.743333333333334,4.029523809523809,6.502857142857143
20544,soundly,6.743333333333334,4.029523809523809,6.502857142857143
20545,salutary,6.743333333333334,4.029523809523809,6.502857142857143
20546,Goofy,5.61,4.346,4.99
20547,toughie,4.222121212121212,4.4027272727272715,4.836060606060607
20548,max,4.466428571428572,4.083571428571428,5.043571428571428
20549,spermophile,5.37,3.58,4.67
20550,Minnesotan,5.37,3.58,4.67
20551,goffer,5.37,3.58,4.67
20552,Gopher,5.37,3.58,4.67
20553,slaughterous,2.57,5.1,4.32
20554,butcherly,2.57,5.1,4.32
20555,sanguineous,2.57,5.1,4.32
20556,bloodstained,2.57,5.1,4.32
20557,Gospel,5.265000000000001,3.185,4.145
20558,evangel,5.265000000000001,3.185,4.145
20559,Gospels,5.265000000000001,3.185,4.145
20560,rumormonger,5.37125,3.97875,5.34375
20561,gossipmonger,5.37125,3.97875,5.34375
20562,rumourmonger,5.37125,3.97875,5.34375
20563,newsmonger,5.37125,3.97875,5.34375
20564,gossiper,5.37125,3.97875,5.34375
20565,mediaeval,5.15,4.675000000000001,5.49
20566,Gothic,5.15,4.675000000000001,5.49
20567,gulyas,4.86,4.4,5.42
20568,calabash,5.33,4.1,5.29
20569,epicurean,6.73375,4.79125,5.8575
20570,foodie,7.25,6.0,5.54
20571,epicure,7.25,6.0,5.54
20572,gastronome,7.25,6.0,5.54
20573,urarthritis,3.67,4.2,3.81
20574,regularise,5.289199999999999,3.849199999999999,5.673199999999998
20575,regularize,5.289199999999999,3.849199999999999,5.673199999999998
20576,authorities,4.343999999999999,3.604,4.292
20577,nightdress,6.1225000000000005,3.7199999999999998,5.6
20578,scrubs,6.1225000000000005,3.7199999999999998,5.6000000000000005
20579,snaffle,4.786,4.15,5.192
20580,gradation,5.411200000000001,4.0116,5.740399999999998
20581,calibrate,6.34,3.956666666666667,6.726666666666667
20582,postgraduate,6.34,3.956666666666667,6.726666666666667
20583,graffito,4.24,5.43,5.28
20584,ingraft,3.9233333333333333,5.033333333333333,4.2299999999999995
20585,grafting,3.9233333333333333,5.033333333333333,4.2299999999999995
20586,engraft,4.837777777777778,4.076666666666666,5.1033333333333335
20587,Sangraal,5.05,4.08,5.71
20588,caryopsis,5.95,2.66,5.3933333333333335
20589,ingrain,5.531000000000001,3.624,5.596
20590,granulate,5.95,2.66,5.3933333333333335
20591,gm,5.15,4.18,4.89
20592,Gram,5.15,4.18,4.89
20593,gramme,5.15,4.18,4.89
20594,g,5.15,4.18,4.89
20595,thou,6.594444444444445,4.212777777777777,6.098333333333333
20596,elevated,6.508333333333333,4.305833333333333,6.009166666666666
20597,1000,6.594444444444445,4.212777777777777,6.098333333333333
20598,rarefied,6.446153846153846,4.293846153846155,5.929230769230769
20599,K,6.2624999999999975,4.079285714285715,5.752142857142856
20600,exalted,6.508333333333333,4.305833333333333,6.009166666666666
20601,G,6.594444444444445,4.212777777777777,6.098333333333333
20602,expansive,6.383809523809524,4.365238095238096,5.876190476190477
20603,august,6.688235294117648,4.2841176470588245,6.0976470588235285
20604,chiliad,6.594444444444445,4.212777777777777,6.098333333333333
20605,M,6.594444444444445,4.212777777777777,6.098333333333333
20606,rarified,6.446153846153846,4.293846153846155,5.929230769230769
20607,gramps,6.8575,3.45,5.46
20608,grandad,6.8575,3.45,5.46
20609,magnanimousness,6.495,4.446666666666666,5.88
20610,nobleness,6.495,4.446666666666666,5.88
20611,hifalutin,5.24,4.84,5.1
20612,highfalutin,5.24,4.84,5.1
20613,highfaluting,5.24,4.84,5.1
20614,grannie,6.2875000000000005,3.0949999999999998,5.2975
20615,nanna,6.2875000000000005,3.0949999999999998,5.2975
20616,gran,6.2875000000000005,3.0949999999999998,5.2975
20617,grapeshot,6.300000000000001,3.3449999999999998,5.63
20618,pictorial,6.297142857142857,5.071428571428571,5.785714285714285
20619,graphical,5.890000000000001,4.76,5.409999999999999
20620,plumbago,5.05,3.78,5.53
20621,rassling,4.956666666666666,4.165833333333333,5.465
20622,forage,4.6605263157894745,4.45,4.946315789473685
20623,pasturage,4.715555555555556,4.472222222222221,4.975000000000001
20624,eatage,4.715555555555556,4.472222222222221,4.975000000000001
20625,supergrass,4.511428571428572,4.733571428571429,4.806428571428571
20626,Grass,4.511428571428572,4.733571428571429,4.806428571428571
20627,hopper,6.05,4.43,5.82
20628,grating,4.050526315789473,4.778421052631579,4.596842105263158
20629,gratify,6.582631578947368,4.274210526315789,6.133157894736843
20630,pander,6.281666666666666,4.695833333333334,5.819999999999999
20631,weighty,4.435714285714286,4.423928571428572,4.617500000000001
20632,sculpt,4.348333333333334,4.2924999999999995,4.6525
20633,gravitative,4.91,5.0,4.37
20634,solemnity,5.904999999999999,4.324999999999999,5.050000000000001
20635,gravitation,5.904999999999999,4.324999999999999,5.050000000000001
20636,graveness,5.62,4.216666666666666,5.56
20637,soberness,5.62,4.216666666666666,5.56
20638,greyish,4.065,3.9050000000000002,4.885
20639,Gray,4.065,3.9050000000000002,4.885
20640,greyness,4.065,3.9050000000000002,4.885
20641,Gy,4.065,3.9050000000000002,4.885
20642,grey,4.065,3.9050000000000002,4.885
20643,hoar,4.065,3.9050000000000002,4.885
20644,grayness,4.065,3.9050000000000002,4.885
20645,hoary,3.92,3.8675,4.57
20646,grayish,4.065,3.9050000000000002,4.885
20647,grazing,5.354285714285715,3.6557142857142857,5.554285714285713
20648,lubricated,4.565,4.13,5.295
20649,oleaginous,4.116666666666666,4.45,4.919999999999999
20650,sebaceous,4.116666666666666,4.45,4.919999999999999
20651,enormousness,7.76,4.43,6.76
20652,sizeableness,7.76,4.43,6.76
20653,immensity,7.76,4.43,6.76
20654,vastness,7.76,4.43,6.76
20655,illustriousness,7.76,4.43,6.76
20656,wideness,7.76,4.43,6.76
20657,immenseness,7.76,4.43,6.76
20658,avarice,2.48,4.45,4.0
20659,avaritia,2.48,4.45,4.0
20660,rapacity,2.48,4.45,4.0
20661,covetousness,2.48,4.45,4.0
20662,prehensile,3.92,4.54,4.855
20663,grabby,3.92,4.54,4.855
20664,avaricious,3.92,4.54,4.855
20665,grasping,3.92,4.54,4.855
20666,viridity,5.550000000000001,3.7883333333333336,5.041666666666667
20667,unripened,5.658571428571428,3.8314285714285714,5.121428571428572
20668,greenish,5.550000000000001,3.7883333333333336,5.041666666666667
20669,greenness,5.550000000000001,3.7883333333333336,5.041666666666667
20670,unripe,5.658571428571428,3.8314285714285714,5.121428571428572
20671,fleeceable,5.55,3.7883333333333336,5.041666666666667
20672,Green,5.550000000000001,3.7883333333333336,5.041666666666667
20673,greens,5.550000000000001,3.7883333333333336,5.041666666666667
20674,glasshouse,6.25,3.9450000000000003,5.365
20675,salutation,6.23,4.37375,6.406249999999999
20676,gridiron,5.2,3.15,5.18
20677,brokenheartedness,2.74,4.8475,3.49
20678,aggrieve,2.8020000000000005,4.458,3.7
20679,heartrending,3.4688888888888894,4.808888888888888,4.07
20680,grille,6.64,5.26,5.62
20681,grillroom,6.64,5.26,5.62
20682,grillwork,6.64,5.26,5.62
20683,barbecued,6.654999999999999,4.575,5.470000000000001
20684,broiled,6.654999999999999,4.575,5.470000000000001
20685,unappeasable,4.21275,4.2755,4.791000000000001
20686,grinning,7.775,5.135,6.65
20687,smiling,7.775,5.135,6.65
20688,plodding,4.537272727272728,4.166363636363636,4.8909090909090915
20689,pulverisation,4.683999999999999,4.136,4.990666666666667
20690,drudgery,4.537272727272728,4.166363636363636,4.8909090909090915
20691,donkeywork,4.537272727272728,4.166363636363636,4.8909090909090915
20692,pulverization,4.683999999999999,4.136,4.990666666666667
20693,handgrip,5.48686567164179,3.94776119402985,5.559253731343283
20694,hairgrip,5.328181818181817,4.058181818181819,5.684545454545455
20695,gritstone,5.391666666666667,3.926666666666667,5.598333333333333
20696,gritrock,5.391666666666667,3.926666666666667,5.598333333333333
20697,mealy,5.9625,4.905,6.254999999999999
20698,grainy,5.9625,4.905,6.254999999999999
20699,granulose,5.9625,4.905,6.254999999999999
20700,granular,5.9625,4.905,6.254999999999999
20701,farinaceous,5.9625,4.905,6.254999999999999
20702,silvertip,4.065,3.9050000000000002,4.885
20703,foodstuff,6.415,3.5149999999999997,6.05
20704,jetty,4.665,4.655,5.470000000000001
20705,breakwater,4.665,4.655,5.470000000000001
20706,bulwark,4.976666666666667,3.6966666666666668,4.99
20707,seawall,4.665,4.655,5.470000000000001
20708,groyne,4.665,4.655,5.470000000000001
20709,inguen,4.665,4.655,5.470000000000001
20710,ostler,6.073333333333334,4.13,5.9366666666666665
20711,stableboy,6.073333333333334,4.13,5.9366666666666665
20712,neaten,6.143333333333334,3.9358333333333335,6.134999999999999
20713,hostler,6.073333333333334,4.13,5.9366666666666665
20714,stableman,6.073333333333334,4.13,5.9366666666666665
20715,vallecula,4.963333333333334,3.9599999999999995,5.1433333333333335
20716,porcine,5.4159999999999995,4.123333333333334,5.480000000000001
20717,144,5.415384615384615,4.2092307692307696,5.490769230769231
20718,receipts,5.415384615384615,4.2092307692307696,5.490769230769231
20719,megascopic,5.415384615384615,4.2092307692307696,5.490769230769231
20720,grot,5.86,2.5,5.22
20721,undercoat,5.541428571428572,3.9057142857142852,5.564857142857142
20722,woodchuck,5.19,3.12,5.32
20723,earthing,5.456249999999999,3.34,5.654999999999999
20724,aggroup,5.013333333333333,4.153333333333333,5.079999999999999
20725,pigeonholing,5.34,3.5949999999999998,5.015
20726,woodlet,5.326666666666667,3.73,5.7700000000000005
20727,growling,4.715,4.225,5.025
20728,increment,5.762499999999999,4.6425,6.4075
20729,emergence,5.495185185185185,4.148518518518519,5.83
20730,backbreaking,4.687,4.5405,4.727500000000001
20731,operose,4.687,4.5405,4.727500000000001
20732,gruelling,4.687,4.5405,4.727500000000001
20733,laborious,4.687,4.5405,4.727500000000001
20734,arduous,4.6609523809523825,4.56904761904762,4.723809523809524
20735,toilsome,4.687,4.5405,4.727500000000001
20736,punishing,4.687,4.5405,4.727500000000001
20737,guaranty,5.525555555555555,3.7744444444444443,5.788888888888888
20738,warrantee,5.473076923076923,3.7446153846153845,5.771538461538461
20739,keeping,5.985,3.2425,6.345
20740,insurgent,5.119230769230769,4.581538461538461,5.184615384615384
20741,guerilla,5.062857142857142,4.297142857142857,4.742857142857143
20742,guessing,4.821428571428571,4.408163265306124,5.050816326530612
20743,opine,5.3644230769230745,4.058461538461538,5.5842307692307696
20744,Guest,5.3999999999999995,3.5333333333333337,5.8
20745,invitee,5.3999999999999995,3.5333333333333337,5.8
20746,pathfinder,5.347272727272728,3.912727272727272,5.576363636363635
20747,templet,5.591875,4.0843750000000005,5.643750000000001
20748,guiltiness,2.29,4.48,4.35
20749,hangdog,3.761818181818182,4.29,4.726363636363636
20750,shamefaced,3.761818181818182,4.29,4.726363636363636
20751,dago,5.5,3.48,5.0
20752,ginzo,5.5,3.48,5.0
20753,greaseball,5.5,3.48,5.0
20754,wop,5.5,3.48,5.0
20755,Guinea,5.5,3.48,5.0
20756,pretence,5.102,3.8619999999999997,5.08
20757,quaff,4.326,4.056,4.959999999999999
20758,gulping,4.6175,3.845,5.0600000000000005
20759,gingiva,5.046666666666666,3.3800000000000003,4.676666666666667
20760,gumwood,5.046666666666666,3.3800000000000003,4.676666666666667
20761,viscous,4.458333333333333,4.7250000000000005,4.7683333333333335
20762,viscid,4.458333333333333,4.7250000000000005,4.7683333333333335
20763,glutinous,4.458333333333333,4.7250000000000005,4.7683333333333335
20764,gluey,4.458333333333333,4.7250000000000005,4.7683333333333335
20765,mucilaginous,4.458333333333333,4.7250000000000005,4.7683333333333335
20766,gummed,4.626666666666666,4.046666666666667,4.8999999999999995
20767,hitman,4.474705882352941,5.16,4.758235294117648
20768,triggerman,4.474705882352941,5.16,4.758235294117648
20769,artilleryman,3.95,5.88,5.08
20770,cannoneer,3.95,5.88,5.08
20771,Guru,5.76,3.76,6.42
20772,ebullition,5.325714285714286,4.930000000000001,5.127142857142857
20773,effusion,5.325714285714286,4.930000000000001,5.127142857142857
20774,zestfulness,5.867272727272728,4.462727272727273,6.048181818181818
20775,catgut,3.4933333333333336,3.9133333333333336,4.66
20776,Guy,5.39,4.207142857142857,4.985714285714286
20777,gulper,4.42,5.14,4.5
20778,Gymnasium,6.02,4.55,5.525
20779,lycee,6.02,4.55,5.525
20780,lyceum,6.02,4.55,5.525
20781,gynaecologist,3.33,4.1,4.68
20782,whoop,4.452,4.335999999999999,4.937
20783,cyberpunk,4.225,5.36,3.91
20784,beldame,3.89,4.781666666666666,4.791666666666667
20785,hagfish,2.73,4.91,4.2
20786,crone,3.89,4.781666666666666,4.791666666666667
20787,beldam,3.89,4.781666666666666,4.791666666666667
20788,haggling,4.78,3.76,4.44
20789,huckster,5.277777777777778,3.9283333333333337,5.325555555555556
20790,higgle,4.78,3.76,4.44
20791,wrangling,4.78,3.76,4.44
20792,haircloth,5.41,3.8049999999999997,6.050000000000001
20793,pilus,5.41,3.8049999999999997,6.050000000000001
20794,whisker,5.4775,3.85,5.5825000000000005
20795,hairsbreadth,5.4775,3.85,5.5825000000000005
20796,trichobezoar,3.0,4.52,4.12
20797,hairstylist,5.855,3.615,5.135
20798,styler,5.855,3.615,5.135
20799,haired,3.8,3.5,5.22
20800,hirsute,3.8,3.5,5.22
20801,holibut,5.77,3.24,4.55
20802,Hall,5.62,3.8075,5.2162500000000005
20803,manse,5.672499999999999,3.660833333333333,5.3775
20804,authentication,5.34,3.3600000000000003,5.91
20805,stylemark,5.243333333333333,3.18,5.463333333333334
20806,stanch,4.9159999999999995,4.209,5.188000000000001
20807,staunch,5.055,4.142916666666666,5.353333333333333
20808,haltere,3.8475,4.140000000000001,4.6325
20809,balancer,3.8475,4.140000000000001,4.6325
20810,hackamore,3.8475,4.140000000000001,4.6325
20811,gammon,4.65,4.2,5.85
20812,overact,4.65,4.2,5.85
20813,overplay,4.65,4.2,5.85
20814,jambon,4.65,4.2,5.85
20815,Ham,4.65,4.2,5.85
20816,malleus,4.773333333333333,4.5633333333333335,5.498333333333334
20817,hammering,4.47,4.571428571428571,5.380714285714285
20818,hummock,5.35125,3.6924999999999994,5.6575
20819,hillock,5.35125,3.6924999999999994,5.6575
20820,shackle,3.66,3.9066666666666663,4.458333333333333
20821,manus,5.9479999999999995,3.689,5.6339999999999995
20822,enchiridion,5.3,3.36,5.85
20823,smattering,5.425000000000001,3.965,5.245
20824,handwork,6.47,3.36,5.95
20825,handicraft,6.47,3.36,5.95
20826,handcraft,6.47,3.36,5.95
20827,hankie,5.484999999999999,3.3099999999999996,5.359999999999999
20828,hankey,5.484999999999999,3.3099999999999996,5.359999999999999
20829,handclasp,5.383846153846155,4.632307692307692,5.4861538461538455
20830,handshaking,5.383846153846155,4.632307692307692,5.4861538461538455
20831,handwrite,5.6933333333333325,3.4266666666666663,5.8133333333333335
20832,Handy,6.19,3.62,6.16
20833,bent,5.486250000000001,3.9037499999999996,5.8171875
20834,airdock,5.05,3.5,5.57
20835,katzenjammer,3.355,5.74,4.47
20836,holdover,2.5,6.0,4.31
20837,hanker,5.263999999999999,3.678,4.816
20838,long,5.45375,3.98,5.2125
20839,haphazardly,3.3499999999999996,4.155,3.66
20840,slipshod,3.752,4.042,4.266
20841,pitiable,3.39,4.406086956521739,4.040434782608696
20842,piteous,3.39,4.406086956521739,4.040434782608696
20843,misfortunate,3.39,4.406086956521739,4.040434782608696
20844,hap,5.181730769230768,4.1619230769230775,5.380192307692307
20845,materialise,5.539999999999999,4.09,5.301111111111111
20846,felicity,8.48,6.5,7.05
20847,felicitous,8.01,4.88,7.105
20848,chivy,3.8268421052631574,5.357368421052632,4.454210526315789
20849,beset,3.8268421052631574,5.357368421052632,4.454210526315789
20850,chevvy,3.8268421052631574,5.357368421052632,4.454210526315789
20851,harry,3.7543478260869567,5.2013043478260865,4.397826086956521
20852,chivvy,3.8268421052631574,5.357368421052632,4.454210526315789
20853,chevy,3.8268421052631574,5.357368421052632,4.454210526315789
20854,molestation,2.49,5.66,4.005
20855,seaport,6.3999999999999995,4.19,6.05
20856,intemperately,4.461250000000001,4.79,4.5
20857,surd,4.461250000000001,4.79,4.5
20858,unvoiced,4.527,4.432,4.573
20859,voiceless,4.461250000000001,4.79,4.5
20860,severely,4.461250000000001,4.79,4.5
20861,intemperate,4.687,4.5405,4.727500000000001
20862,heavily,4.687,4.5405,4.727500000000001
20863,concentrated,4.705454545454545,4.866363636363636,4.787272727272728
20864,inure,4.928,3.81,5.478
20865,treated,4.928,3.81,5.478
20866,inured,4.928,3.81,5.478
20867,tempered,4.928,3.81,5.478
20868,enured,4.928,3.81,5.478
