Word,V,A,D
rebarbative,3.1533333333333338,4.944444444444445,4.27
repertory,5.47,3.27,5.96
repeating,4.64,3.97,5.605
repetitious,4.4,3.91,5.215
paraphrase,5.0,2.65,6.09
reword,5.0,2.65,6.09
put_back,5.456666666666667,3.92,5.580000000000001
supersede,5.456666666666667,3.92,5.580000000000001
supercede,5.456666666666667,3.92,5.580000000000001
supplant,5.456666666666667,3.92,5.580000000000001
supervene_upon,5.456666666666667,3.92,5.580000000000001
permutation,5.3531249999999995,4.081874999999999,5.52
transposition,5.265714285714286,4.038571428571428,5.439047619047621
replacing,5.373749999999999,4.0675,5.42875
play_back,5.845000000000001,4.4350000000000005,6.02
instant_replay,5.845000000000001,4.4350000000000005,6.02
action_replay,5.845000000000001,4.4350000000000005,6.02
retroflex,5.058,3.726,5.49
report_card,5.67,3.5060000000000002,5.499999999999999
written_report,5.758076923076923,3.730000000000001,5.8511538461538475
repositing,5.441666666666667,3.6333333333333333,5.466666666666668
warehousing,5.441666666666667,3.6333333333333333,5.466666666666668
take_back,5.395833333333333,4.074999999999999,5.489999999999999
symbolise,5.891666666666667,3.9891666666666663,5.949166666666667
typify,5.891666666666667,3.9891666666666663,5.949166666666667
mental_representation,5.1000000000000005,4.296666666666667,5.88
histrionics,5.1000000000000005,4.296666666666667,5.88
internal_representation,5.1000000000000005,4.296666666666667,5.88
theatrical_performance,5.1000000000000005,4.296666666666667,5.88
pent-up,3.356666666666667,3.9899999999999998,4.6066666666666665
reproval,3.6120000000000005,3.79,4.54
censure,3.6120000000000005,3.79,4.54
reprehension,3.6120000000000005,3.79,4.54
upbraid,5.26,4.3,5.11
reproductive_memory,5.7075,4.55,5.5975
procreative,5.68,4.83,4.74
reptilian,4.58,5.89,4.55
Republican,4.26,3.11,5.4
Republican_River,4.26,3.11,5.4
asking,5.636666666666666,4.45,5.736666666666667
prerequisite,5.234,4.2700000000000005,5.076
sequestration,3.88,4.295,4.535
requisition_form,4.71,4.5,5.48
rebroadcast,4.63,3.48,4.74
arriere_pensee,5.57,4.2,5.279999999999999
mental_reservation,5.57,4.2,5.279999999999999
backlog,5.866363636363636,3.9,5.4427272727272715
taciturnity,5.928888888888889,3.9922222222222223,5.59
reticence,5.928888888888889,3.9922222222222223,5.59
military_reserve,5.928888888888889,3.9922222222222223,5.59
second-stringer,5.724999999999999,3.9372222222222226,5.578333333333332
artificial_lake,5.425000000000001,3.8600000000000003,5.555
man-made_lake,5.425000000000001,3.8600000000000003,5.555
readjust,4.65,3.17,5.86
residuary,5.874,3.436,5.05
rosin,4.84,3.68,4.8
stand_firm,4.7272727272727275,4.344545454545455,5.179999999999999
electric_resistance,4.4475,4.41,4.6225
resistor,4.4475,4.41,4.6225
ohmic_resistance,4.4475,4.41,4.6225
electrical_resistance,4.4475,4.41,4.6225
impedance,4.4475,4.41,4.6225
resistivity,4.4475,4.41,4.6225
resistive,5.2175,4.0600000000000005,5.5725
insubordinate,5.2175,4.0600000000000005,5.5725
unhesitating,5.95,2.86,5.92
solving,5.7444444444444445,3.593333333333333,5.854444444444445
firmness_of_purpose,5.787333333333333,3.6113333333333335,5.982666666666668
firmness,5.787333333333333,3.6113333333333335,5.982666666666668
resolving_power,5.7444444444444445,3.593333333333333,5.854444444444445
resoluteness,5.787333333333333,3.6113333333333335,5.982666666666668
resolving,5.7444444444444445,3.593333333333333,5.854444444444445
plangency,6.08,4.09,5.52
ringing,5.732941176470589,4.158235294117648,5.288235294117648
reverberance,6.08,4.09,5.52
sonority,6.08,4.09,5.52
vibrancy,6.08,4.09,5.52
sonorousness,6.08,4.09,5.52
holiday_resort,5.746666666666667,4.121666666666666,5.4866666666666655
resort_hotel,5.9799999999999995,4.0685714285714285,5.61
reverberating,5.3375,4.529999999999999,5.245
resonating,5.3375,4.529999999999999,5.245
reverberative,5.3375,4.529999999999999,5.245
respectfulness,6.36,4.44375,6.171250000000001
reputability,6.26,4.24,6.41
reverential,7.45,3.32,6.74
venerating,7.45,3.32,6.74
several,5.848000000000001,3.6659999999999995,5.837999999999999
internal_respiration,6.29,3.495,5.655
breathing,6.29,3.495,5.655
external_respiration,6.29,3.495,5.655
cellular_respiration,6.29,3.495,5.655
gasmask,3.11,3.73,2.93
gas_helmet,3.11,3.73,2.93
responsibleness,4.9575,4.525,5.34
creditworthy,6.28,3.0,7.39
responsible_for,6.28,3.0,7.39
antiphonal,5.65,4.77,5.27
eternal_sleep,5.9695238095238095,3.386190476190477,5.635714285714285
eternal_rest,5.9695238095238095,3.386190476190477,5.635714285714285
quietus,5.9695238095238095,3.386190476190477,5.635714285714285
re-start,5.188000000000001,3.806,6.24
eating_house,6.95,4.19,5.82
eating_place,6.95,4.19,5.82
eatery,6.95,4.19,5.82
regaining,5.68875,4.169166666666667,5.623333333333334
ungratified,3.0999999999999996,4.38,4.023333333333333
Restoration,5.797499999999999,3.9549999999999996,5.8975
restitute,5.771,3.911,5.879
encumber,4.47111111111111,4.641111111111111,4.8711111111111105
cumber,4.47111111111111,4.641111111111111,4.8711111111111105
constrain,4.664166666666667,4.593333333333333,5.165
chasteness,5.275,3.7075,5.63
constraint,4.983333333333333,4.126666666666666,5.366666666666667
ensue,5.202307692307692,4.226923076923077,5.489230769230769
resultant_role,5.202307692307692,4.226923076923077,5.489230769230769
CV,5.188000000000001,3.806,6.24
curriculum_vitae,5.188000000000001,3.806,6.24
summarise,5.53608695652174,3.77695652173913,5.790869565217391
strike_back,3.4499999999999997,5.846666666666667,5.406666666666666
slow_up,4.1125,3.6991666666666667,4.773750000000001
decelerate,3.883157894736842,3.728947368421052,4.636842105263158
developmentally_challenged,3.906,3.7060000000000004,4.204
mentally_retarded,3.906,3.7060000000000004,4.204
reconsideration,5.33,3.53,5.88
second_thought,5.33,3.53,5.88
afterthought,5.33,3.53,5.88
retinene,4.32,3.65,4.71
draw_back,5.287999999999999,3.748666666666667,5.441333333333334
pull_away,5.388461538461538,3.7100000000000004,5.497692307692309
move_back,5.388461538461538,3.7100000000000004,5.497692307692309
strike_out,5.618,3.4259999999999997,5.508
shrink_back,4.635,4.0,5.075
abjuration,4.63,4.45,4.7
recantation,4.63,4.45,4.7
back_out,5.240833333333334,3.769166666666667,5.395
crawfish_out,5.240833333333334,3.769166666666667,5.395
back_away,5.240833333333334,3.769166666666667,5.395
pull_in_one's_horns,5.240833333333334,3.769166666666667,5.395
crawfish,5.240833333333334,3.769166666666667,5.395
ex_post_facto,5.185,3.96,5.49
look_back,5.348750000000001,3.51375,5.55
getting_even,5.6463636363636365,4.156363636363637,5.588636363636364
paying_back,5.6463636363636365,4.156363636363637,5.588636363636364
income_tax_return,5.6463636363636365,4.156363636363637,5.588636363636364
tax_return,5.6463636363636365,4.156363636363637,5.588636363636364
return_key,5.6463636363636365,4.156363636363637,5.588636363636364
reelect,5.6463636363636365,4.156363636363637,5.588636363636364
reappearance,5.6463636363636365,4.156363636363637,5.588636363636364
retrovert,5.646363636363637,4.156363636363637,5.588636363636363
recurrence,5.6463636363636365,4.156363636363637,5.588636363636364
coming_back,5.6463636363636365,4.156363636363637,5.588636363636364
bring_back,5.6463636363636365,4.156363636363637,5.588636363636364
reunification,6.37,4.61,5.76
reunify,6.86,5.05,6.37
rev_up,5.36,4.3,5.26
revolutions_per_minute,5.36,4.3,5.26
rpm,5.36,4.3,5.26
revelry,6.307500000000001,4.6,6.1475
divine_revelation,5.325,3.5,4.935
tax_income,5.1,4.890000000000001,5.15
taxation,5.018,4.316,4.948
tax_revenue,5.1,4.890000000000001,5.15
man_of_the_cloth,5.6850000000000005,3.11,5.105
clergyman,5.6850000000000005,3.11,5.105
Reverend,5.6850000000000005,3.11,5.105
about-face,4.986,3.9,5.18
change_of_mind,4.986,3.9,5.18
turnabout,4.513333333333334,4.076666666666666,5.3133333333333335
turn_around,4.986,3.9,5.18
volte-face,4.986,3.9,5.18
policy_change,4.986,3.9,5.18
reverse_gear,4.513333333333333,4.076666666666667,5.3133333333333335
verso,4.513333333333333,4.076666666666667,5.3133333333333335
change_by_reversal,4.989459459459459,4.031891891891891,5.537027027027028
limited_review,5.348749999999999,3.5137499999999995,5.55
reexamination,5.348749999999999,3.5137499999999995,5.55
brushup,5.348749999999999,3.5137499999999995,5.55
follow-up,5.348749999999999,3.5137499999999995,5.55
revaluation,5.348749999999999,3.5137499999999995,5.55
reexamine,5.348749999999999,3.5137499999999995,5.55
reassessment,5.348749999999999,3.5137499999999995,5.55
reappraisal,5.348749999999999,3.5137499999999995,5.55
followup,5.348749999999999,3.5137499999999995,5.55
revisal,4.7825,3.8850000000000002,6.0200000000000005
retool,4.9399999999999995,3.8550000000000004,6.09
revitalization,6.38,4.31,5.42
revival_meeting,6.38,4.31,5.42
revitalisation,6.38,4.31,5.42
revivification,6.38,4.31,5.42
resurgence,6.38,4.31,5.42
renege,4.201666666666666,4.4383333333333335,5.383333333333333
gyration,4.904999999999999,4.89,5.33
rotatory,4.89,4.846666666666667,5.216666666666668
revolutionist,4.890000000000001,4.846666666666667,5.216666666666666
subverter,4.890000000000001,4.846666666666667,5.216666666666666
revolving_door,3.3,6.29,4.39
six-gun,3.3,6.29,4.39
six-shooter,3.3,6.29,4.39
empty_talk,4.6,3.9,4.68
empty_words,4.6,3.9,4.68
grandiloquence,4.6,3.9,4.68
ornateness,4.6,3.9,4.68
magniloquence,4.6,3.9,4.68
grandiosity,4.6,3.9,4.68
hot_air,4.6,3.9,4.68
pieplant,6.45,4.3,5.73
rhubarb_plant,6.45,4.3,5.73
rime,6.29,3.62,6.22
speech_rhythm,5.5825,4.395,5.795
regular_recurrence,5.5825,4.395,5.795
calendar_method,5.5825,4.395,5.795
calendar_method_of_birth_control,5.5825,4.395,5.795
rhythm_method_of_birth_control,5.5825,4.395,5.795
rhythm_method,5.5825,4.395,5.795
rhythmical,6.3,5.05,6.26
costa,5.335,4.1450000000000005,4.98
typewriter_ribbon,6.001666666666666,3.795,5.739999999999999
Rice,5.7,3.0,5.5
Elmer_Rice,5.7,3.0,5.5
Elmer_Leopold_Rice,5.7,3.0,5.5
Timothy_Miles_Bindon_Rice,5.7,3.0,5.5
Sir_Tim_Rice,5.7,3.0,5.5
Elmer_Reizenstein,5.7,3.0,5.5
rich_people,6.043,4.918000000000001,5.7589999999999995
rachitic,3.5433333333333334,4.6433333333333335,4.1066666666666665
ricksha,5.63,4.3,5.32
jinrikisha,5.63,4.3,5.32
hinge_on,4.879090909090909,4.218181818181818,5.179090909090909
devolve_on,4.879090909090909,4.218181818181818,5.179090909090909
hinge_upon,4.879090909090909,4.218181818181818,5.179090909090909
depend_on,4.879090909090909,4.218181818181818,5.179090909090909
depend_upon,4.879090909090909,4.218181818181818,5.179090909090909
ridgeline,4.62,3.52,5.28
rooftree,4.62,3.52,5.28
ridgepole,4.62,3.52,5.28
derision,5.335,4.1450000000000005,4.98
plethoric,4.5200000000000005,4.373333333333334,5.9433333333333325
overabundant,4.5200000000000005,4.373333333333334,5.9433333333333325
Riff,5.484,4.106,5.598
Riffian,5.484,4.106,5.598
fishing_tackle,4.7192307692307685,4.061538461538462,5.296923076923077
articulated_lorry,4.788181818181818,4.062727272727273,5.374545454545455
fishing_gear,4.7192307692307685,4.061538461538462,5.296923076923077
trailer_truck,4.788181818181818,4.062727272727273,5.374545454545455
tractor_trailer,4.788181818181818,4.062727272727273,5.374545454545455
rigging,4.7192307692307685,4.061538461538462,5.296923076923077
fishing_rig,4.7192307692307685,4.061538461538462,5.296923076923077
trucking_rig,4.788181818181818,4.062727272727273,5.374545454545455
correctly,6.226363636363637,4.291818181818181,6.44
right-hand,6.226363636363637,4.291818181818181,6.44
veracious,6.226363636363637,4.291818181818181,6.44
justly,6.226363636363637,4.291818181818181,6.44
right_on,6.226363636363637,4.291818181818181,6.44
right_wing,6.226363636363637,4.291818181818181,6.44
right_field,6.226363636363637,4.291818181818181,6.44
right_hand,6.226363636363637,4.291818181818181,6.44
aright,6.226363636363637,4.291818181818181,6.44
rightfulness,6.226363636363637,4.291818181818181,6.44
rightfield,6.226363636363637,4.291818181818181,6.44
unbending,4.16,4.1025,5.215
fixed,5.533928571428573,3.905,5.910357142857143
inflexible,4.5649999999999995,4.055,5.4025
cogency,4.1975,4.59,5.215
inclemency,4.068,4.548,4.9879999999999995
hardness,4.068,4.548,4.9879999999999995
stringent,4.2299999999999995,5.154999999999999,5.725
flange,5.396666666666667,4.1066666666666665,5.260000000000001
closed_chain,5.686666666666666,4.167333333333333,5.257333333333333
peal,5.337674418604649,3.979302325581396,5.256279069767442
knell,5.686666666666666,4.167333333333333,5.257333333333333
tintinnabulation,5.686666666666666,4.167333333333333,5.257333333333333
bell_ringer,4.5649999999999995,4.095000000000001,5.279999999999999
toller,4.5649999999999995,4.095000000000001,5.279999999999999
ringside_seat,5.3,4.29,5.72
skating_rink,5.67,3.32,4.62
rinse_off,5.523333333333333,3.313333333333333,6.686666666666667
rinsing,5.523333333333333,3.313333333333333,6.686666666666667
wow,4.007692307692308,5.466923076923076,4.436923076923077
belly_laugh,4.007692307692308,5.466923076923076,4.436923076923077
roister,3.8340000000000005,6.166000000000001,4.037999999999999
sidesplitter,4.007692307692308,5.466923076923076,4.436923076923077
howler,4.007692307692308,5.466923076923076,4.436923076923077
thigh-slapper,4.007692307692308,5.466923076923076,4.436923076923077
public_violence,3.8340000000000005,6.166000000000001,4.037999999999999
carouse,4.307777777777777,5.254444444444445,4.524444444444445
riptide,4.155,4.85625,5.0625
tide_rip,4.155,4.85625,5.0625
crosscurrent,4.155,4.85625,5.0625
countercurrent,4.155,4.85625,5.0625
wavelet,5.45,3.8880000000000003,5.27
rising_slope,5.904399999999999,4.346800000000001,5.7948
risk_of_exposure,4.335555555555556,5.44888888888889,4.264444444444444
lay_on_the_line,4.335555555555556,5.44888888888889,4.264444444444444
risk_of_infection,4.335555555555556,5.44888888888889,4.264444444444444
put_on_the_line,4.335555555555556,5.44888888888889,4.264444444444444
Italian_rice,5.84,3.81,6.13
religious_rite,5.05,4.0,5.205
riverside,6.58,3.96,4.68
river_bottom,5.9,3.64,5.05
Rutilus_rutilus,3.8649999999999998,4.5975,4.475
chaparral_cock,5.45,5.16,4.95
Geococcyx_californianus,5.45,5.16,4.95
wayside,4.65,4.05,6.05
looting,2.76,6.32,2.67
Turdus_migratorius,6.63,2.64,4.35
redbreast,6.63,2.64,4.35
Old_World_robin,6.63,2.64,4.35
robin_redbreast,6.63,2.64,4.35
Erithacus_rubecola,6.63,2.64,4.35
American_robin,6.63,2.64,4.35
golem,6.18,4.43,5.14
automaton,4.875,5.48,4.3549999999999995
rock_music,5.029999999999999,3.972,6.167999999999999
rock-and-roll,5.029999999999999,3.972,6.167999999999999
John_Rock,5.029999999999999,3.972,6.167999999999999
rock_candy,5.029999999999999,3.972,6.167999999999999
rock_'n'_roll,5.029999999999999,3.972,6.167999999999999
rock_and_roll,5.029999999999999,3.972,6.167999999999999
rock'n'roll,5.029999999999999,3.972,6.167999999999999
Rock,5.029999999999999,3.972,6.167999999999999
rock_'n'_roll_musician,5.875,4.67,5.43
rocking_chair,5.875,4.67,5.43
roquette,4.825,4.355,4.845000000000001
Eruca_vesicaria_sativa,4.825,4.355,4.845000000000001
garden_rocket,4.825,4.355,4.845000000000001
Eruca_sativa,4.825,4.355,4.845000000000001
rocket_engine,4.825,4.355,4.845000000000001
rocket_salad,4.825,4.355,4.845000000000001
arugula,4.825,4.355,4.845000000000001
skyrocket,4.825,4.355,4.845000000000001
retinal_rod,5.3,3.16,5.013333333333333
rod_cell,5.3,3.16,5.013333333333333
gat,5.3,3.16,5.013333333333333
gnawer,3.56,3.83,4.06
hard_roe,4.18,4.04,5.32
paradiddle,5.150714285714286,3.8785714285714286,5.255714285714285
axial_rotation,5.150714285714286,3.8785714285714286,5.255714285714285
rolling,5.150714285714286,3.8785714285714286,5.255714285714285
pealing,5.150714285714286,3.8785714285714286,5.255714285714285
axial_motion,5.150714285714286,3.8785714285714286,5.255714285714285
rolling_wave,5.150714285714286,3.8785714285714286,5.255714285714285
drum_roll,5.150714285714286,3.8785714285714286,5.255714285714285
roll_out,5.223999999999999,3.8153333333333332,5.326333333333334
curler,5.535,3.525,5.03
hair_curler,5.535,3.525,5.03
tumbler_pigeon,5.535,3.525,5.03
tumbler,5.535,3.525,5.03
R.C.,5.55,4.36,5.78
Romanic,5.55,4.36,5.78
popish,5.55,4.36,5.78
papistic,5.55,4.36,5.78
romish,5.55,4.36,5.78
papistical,5.55,4.36,5.78
Romanist,5.55,4.36,5.78
roman_print,5.55,4.36,5.78
roman_letters,5.55,4.36,5.78
Roman_Catholic,5.55,4.36,5.78
roman_type,5.55,4.36,5.78
papist,5.55,4.36,5.78
Roman,5.55,4.36,5.78
romanticism,5.647142857142856,4.64,5.048571428571429
Latinian_language,5.647142857142856,4.64,5.048571428571429
Romance,5.647142857142856,4.64,5.048571428571429
love_story,5.647142857142856,4.64,5.048571428571429
love_affair,5.647142857142856,4.64,5.048571428571429
Romance_language,5.647142857142856,4.64,5.048571428571429
Latin,5.647142857142856,4.64,5.048571428571429
romanticist,6.78,4.665,6.225
quixotic,6.78,4.665,6.225
wild-eyed,6.78,4.665,6.225
romanticistic,6.78,4.665,6.225
hoyden,5.616666666666667,4.5811111111111105,5.328888888888888
tomboy,5.616666666666667,4.5811111111111105,5.328888888888888
Corvus_frugilegus,4.248333333333334,4.126666666666666,4.555000000000001
elbow_room,5.7475,3.6374999999999997,5.6275
roomie,6.073333333333333,3.7433333333333336,5.69
etymon,5.544999999999999,3.6991666666666663,5.843333333333334
tooth_root,5.544999999999999,3.6991666666666663,5.843333333333334
take_root,5.513181818181819,3.7068181818181816,5.747727272727273
rootle,5.544999999999999,3.6991666666666663,5.843333333333334
steady_down,5.513181818181819,3.7068181818181816,5.747727272727273
prayer_beads,5.26,3.36,4.5
rose_wine,5.753125000000001,4.125624999999999,5.81625
pink_wine,5.753125000000001,4.125624999999999,5.81625
roseate,5.753125000000001,4.125624999999999,5.81625
rosaceous,5.753125000000001,4.125624999999999,5.81625
rosebush,5.753125000000001,4.125624999999999,5.81625
blush_wine,5.753125000000001,4.125624999999999,5.81625
Rosmarinus_officinalis,6.37,3.59,6.19
synchronous_converter,5.244999999999999,3.355,5.3075
rotary_converter,5.244999999999999,3.355,5.3075
splay,4.868823529411765,4.280588235294117,5.147058823529413
circumvolve,5.805,3.8499999999999996,4.835
rotary_motion,4.904999999999999,4.89,5.33
rotor_coil,3.95,3.25,5.32
rotted,2.8183333333333334,4.668333333333333,3.9733333333333327
decayed,2.8183333333333334,4.668333333333333,3.9733333333333327
rasping,3.9739999999999993,4.859333333333334,4.543333333333334
pugnacious,4.134444444444444,4.858888888888888,4.613333333333333
gravelly,3.9739999999999993,4.859333333333334,4.543333333333334
rough_in,4.134444444444444,4.858888888888888,4.613333333333333
unsmooth,4.134444444444444,4.858888888888888,4.613333333333333
roughly,4.134444444444444,4.858888888888888,4.613333333333333
raspy,3.9739999999999993,4.859333333333334,4.543333333333334
rough_out,4.134444444444444,4.858888888888888,4.613333333333333
line_roulette,4.37,5.48,3.56
toothed_wheel,4.37,5.48,3.56
labialize,4.784166666666667,4.434166666666666,5.190833333333333
round_out,4.784166666666667,4.434166666666666,5.190833333333333
one_shot,4.784166666666667,4.434166666666666,5.190833333333333
daily_round,4.784166666666667,4.434166666666666,5.190833333333333
pear-shaped,4.784166666666667,4.434166666666666,5.190833333333333
around,4.784166666666667,4.434166666666666,5.190833333333333
round_of_golf,4.784166666666667,4.434166666666666,5.190833333333333
unit_of_ammunition,4.784166666666667,4.434166666666666,5.190833333333333
labialise,4.784166666666667,4.434166666666666,5.190833333333333
rung,4.784166666666667,4.434166666666666,5.190833333333333
round_of_drinks,4.784166666666667,4.434166666666666,5.190833333333333
round_down,4.784166666666667,4.434166666666666,5.190833333333333
bestir,5.705,5.2,5.49
drive_out,5.705,5.2,5.49
modus_operandi,5.003,3.585,5.583
reeve,4.695454545454545,3.985454545454546,5.158181818181817
vagabondage,4.796153846153846,3.9692307692307693,5.1923076923076925
raucous,3.721666666666667,5.083333333333333,4.694999999999999
royal_stag,5.678,4.072000000000001,5.593999999999999
royal_family,5.52,4.32,5.68
royal_line,5.52,4.32,5.68
royal_house,5.52,4.32,5.68
rubber_eraser,5.82,4.068,6.064
no-good,4.112499999999999,4.096,4.802
synthetic_rubber,5.82,4.068,6.064
rubberise,5.82,4.068,6.064
rubberize,5.82,4.068,6.064
caoutchouc,5.82,4.068,6.064
natural_rubber,5.82,4.068,6.064
pencil_eraser,5.82,4.068,6.064
India_rubber,5.82,4.068,6.064
gum_elastic,5.82,4.068,6.064
rubicund,5.965999999999999,4.566,5.3740000000000006
sanguine,5.965999999999999,4.566,5.3740000000000006
ill-mannered,4.034000000000001,4.328,4.096
uncivil,4.034000000000001,4.328,4.096
unmannered,4.034000000000001,4.328,4.096
bounderish,4.034000000000001,4.328,4.096
bad-mannered,4.034000000000001,4.328,4.096
underbred,4.034000000000001,4.328,4.096
ill-bred,4.034000000000001,4.328,4.096
yokelish,4.034000000000001,4.328,4.096
unmannerly,4.034000000000001,4.328,4.096
lowbred,4.034000000000001,4.328,4.096
crudity,2.57,6.2,3.62
crudeness,2.57,6.2,3.62
primitivism,2.57,6.2,3.62
primitiveness,2.57,6.2,3.62
vestigial,4.756666666666667,3.7533333333333334,5.11
neck_ruff,5.077692307692308,4.254615384615385,5.380769230769231
trumping,4.743333333333333,4.003333333333334,5.466666666666666
Philomachus_pugnax,4.743333333333333,4.003333333333334,5.466666666666666
pleat,5.1525,4.331666666666667,5.340833333333332
furbelow,5.1525,4.331666666666667,5.340833333333332
ruffle_up,5.1525,4.331666666666667,5.340833333333332
flounce,5.1525,4.331666666666667,5.340833333333332
rugger,5.94,4.1,5.61
rugby_football,5.94,4.1,5.61
furrowed,4.1000000000000005,4.3999999999999995,5.04
ruining,3.3871428571428575,5.041428571428571,4.36
laying_waste,3.3871428571428575,5.041428571428571,4.36
dilapidation,3.3871428571428575,5.041428571428571,4.36
wrecking,3.3871428571428575,5.041428571428571,4.36
prescript,5.080000000000001,3.844117647058824,5.181176470588236
linguistic_rule,5.080000000000001,3.844117647058824,5.181176470588236
swayer,4.75,4.07,5.115
rhumba,5.95,4.59,5.29
rumbling,4.715,4.225,5.025
gang_fight,4.715,4.225,5.025
ransacking,4.95,4.1,4.85
bruit,3.48,4.22,4.84
croupe,5.087692307692308,4.008461538461538,5.245384615384615
croup,5.087692307692308,4.008461538461538,5.245384615384615
footrace,5.213076923076924,4.242307692307692,5.405384615384617
runnel,5.213076923076924,4.242307692307692,5.405384615384617
run_for,5.246976744186047,4.20046511627907,5.41372093023256
running_play,5.246976744186047,4.20046511627907,5.41372093023256
streamlet,5.213076923076924,4.242307692307692,5.405384615384617
running_game,5.246976744186047,4.20046511627907,5.41372093023256
black_market,5.246976744186047,4.20046511627907,5.41372093023256
rivulet,5.213076923076924,4.242307692307692,5.405384615384617
rill,5.213076923076924,4.242307692307692,5.405384615384617
foot_race,5.213076923076924,4.242307692307692,5.405384615384617
summing_up,4.783333333333334,3.6,4.843333333333334
moon-curser,4.64,4.573333333333333,5.033333333333334
blue_runner,4.64,4.573333333333333,5.033333333333334
ball_carrier,4.64,4.573333333333333,5.033333333333334
base_runner,4.64,4.573333333333333,5.033333333333334
contrabandist,4.64,4.573333333333333,5.033333333333334
Caranx_crysos,4.64,4.573333333333333,5.033333333333334
moon_curser,4.64,4.573333333333333,5.033333333333334
half-pint,5.513333333333333,3.6300000000000003,4.663333333333333
peewee,5.513333333333333,3.6300000000000003,4.663333333333333
artifice,3.76,3.58,3.89
rushed,5.2346666666666675,5.195333333333333,5.524
upsurge,5.348947368421053,5.1694736842105256,5.493684210526317
first-come-first-serve,5.2346666666666675,5.195333333333333,5.524
Benjamin_Rush,5.2346666666666675,5.195333333333333,5.524
Rush,5.2346666666666675,5.195333333333333,5.524
rust-brown,4.883333333333333,4.013333333333333,5.256666666666667
rusting,4.883333333333333,4.013333333333333,5.256666666666667
rust_fungus,4.883333333333333,4.013333333333333,5.256666666666667
countrified,4.835,4.345000000000001,5.0649999999999995
agrestic,4.835,4.345000000000001,5.0649999999999995
countryfied,4.835,4.345000000000001,5.0649999999999995
whispering,5.206666666666667,4.293333333333333,6.04
rustling,5.206666666666667,4.293333333333333,6.04
cattle_thief,4.21,4.5,4.33
out_of_practice,3.775,3.83,4.255
pitiless,3.11,5.12,4.4399999999999995
unpitying,3.67,6.0,4.04
remorseless,3.67,6.0,4.04
rye_whiskey,5.45,3.78,5.45
rye_whisky,5.45,3.78,5.45
Secale_cereale,5.45,3.78,5.45
sabbatical_leave,6.0,2.75,5.76
sabbatic,6.0,2.75,5.76
sabre,4.5,4.48,5.61
cavalry_sword,4.5,4.48,5.61
fifth_columnist,4.025,4.7299999999999995,4.77
diversionist,4.025,4.7299999999999995,4.77
Sauk,5.115,3.5075,4.9
theca,5.115,3.5075,4.9
Sac,5.115,3.5075,4.9
sackful,4.932631578947368,4.095789473684209,5.101052631578947
chemise,4.803265306122451,4.197551020408163,5.121020408163266
sacque,4.932631578947368,4.095789473684209,5.101052631578947
ritual_killing,5.390000000000001,4.753333333333334,5.249999999999999
bicycle_seat,4.203333333333333,3.77,4.5200000000000005
saddleback,4.203333333333333,3.77,4.5200000000000005
lugubriousness,2.4133333333333336,3.59,3.533333333333333
sorrowfulness,2.6300000000000003,4.196666666666666,3.811666666666666
safe-conduct,5.32,3.59,5.04
base_hit,6.081666666666667,3.903333333333333,5.686666666666667
Crocus_sativus,6.17,3.0,5.4
saffron_crocus,6.17,3.0,5.4
orange_yellow,6.17,3.0,5.4
sag_down,5.016666666666667,3.69,5.013333333333333
sage-green,5.79,3.33,5.25
salvia,5.79,3.33,5.25
sailing_boat,6.81,2.5,6.05
leghorn,5.619999999999999,3.535,5.5
Panama,5.619999999999999,3.535,5.5
bluejacket,5.619999999999999,3.535,5.5
straw_hat,5.619999999999999,3.535,5.5
sailor_boy,5.619999999999999,3.535,5.5
Panama_hat,5.619999999999999,3.535,5.5
skimmer,5.619999999999999,3.535,5.5
navy_man,5.619999999999999,3.535,5.5
canonise,6.572,3.844,6.056
enshrine,6.373333333333334,3.7616666666666667,5.9316666666666675
canonize,6.572,3.844,6.056
saki,5.970000000000001,3.7800000000000002,5.74
rice_beer,5.970000000000001,3.7800000000000002,5.74
sales_event,6.23,6.05,6.16
sales_agreement,6.23,6.05,6.16
cut-rate_sale,6.23,6.05,6.16
saleswoman,6.26,4.45,5.63
saleslady,6.26,4.45,5.63
saline_solution,4.76,3.2,5.26
spittle,4.86125,4.01,5.25875
pink-orange,6.48,3.87,4.81
Salmon,6.48,3.87,4.81
pinkish-orange,6.48,3.87,4.81
Salmon_River,6.48,3.87,4.81
beauty_salon,5.58,3.76,5.52
beauty_parlor,5.58,3.76,5.52
beauty_shop,5.58,3.76,5.52
beauty_parlour,5.58,3.76,5.52
SALT,6.05,4.53,6.04
common_salt,6.05,4.53,6.04
salinity,6.05,4.53,6.04
Strategic_Arms_Limitation_Talks,6.05,4.53,6.04
saltiness,6.05,4.53,6.04
table_salt,6.05,4.53,6.04
salt-cured,5.785,4.285,5.675
brine-cured,5.785,4.285,5.675
brine,5.33,3.29,4.37
piquant,5.914285714285714,5.151428571428572,5.5371428571428565
military_greeting,6.312,4.398000000000001,6.2620000000000005
obeche,5.95,4.5,5.88
obechi,5.95,4.5,5.88
arere,5.95,4.5,5.88
Triplochiton_scleroxcylon,5.95,4.5,5.88
sample_distribution,6.010000000000001,3.81,6.326666666666667
sampling,6.010000000000001,3.81,6.326666666666667
sanatarium,3.3,4.577500000000001,3.3575
pietistical,4.37,4.9,5.09
holier-than-thou,4.37,4.9,5.09
pharisaical,4.37,4.9,5.09
