V,A,D
4.605,4.85,5.085
2.95,4.585,4.58
2.95,4.585,4.58
2.95,4.585,4.58
2.95,4.585,4.58
2.95,4.585,4.58
2.95,4.585,4.58
3.0,3.71,3.85
3.0,3.71,3.85
3.0,3.71,3.85
3.0,3.71,3.85
5.441666666666666,4.196666666666666,5.156666666666666
5.441666666666666,4.196666666666666,5.156666666666666
5.441666666666666,4.196666666666666,5.156666666666666
6.445,4.447500000000001,5.23
6.445,4.447500000000001,5.23
6.445,4.447500000000001,5.23
6.445,4.447500000000001,5.23
6.445,4.447500000000001,5.23
6.445,4.447500000000001,5.23
6.445,4.447500000000001,5.23
6.445,4.447500000000001,5.23
6.86,4.3,5.12
6.86,4.3,5.12
5.885,3.5149999999999997,4.46
5.885,3.5149999999999997,4.46
5.885,3.5149999999999997,4.46
5.05,3.39,5.38
6.385,3.6550000000000002,5.395
6.385,3.6550000000000002,5.395
6.385,3.6550000000000002,5.395
4.34,4.3,5.285
4.34,4.3,5.285
4.34,4.3,5.285
4.382222222222222,3.888888888888889,5.115555555555556
4.382222222222222,3.888888888888889,5.115555555555556
4.382222222222222,3.888888888888889,5.115555555555556
4.705,4.4,5.4399999999999995
5.359999999999999,5.343333333333333,5.704999999999999
5.359999999999999,5.343333333333333,5.704999999999999
5.82,5.346666666666667,5.976666666666667
2.73875,5.6225000000000005,3.5525
2.73875,5.6225000000000005,3.5525
2.73875,5.6225000000000005,3.5525
4.408333333333333,3.6933333333333334,5.285
5.62,4.216666666666666,5.56
5.84,4.68,5.77
5.803333333333334,4.56,5.566666666666666
4.0,4.68,3.96
4.11,4.44,4.32
5.95,5.1,6.44
6.17375,3.8349999999999995,5.8774999999999995
6.17375,3.8349999999999995,5.8774999999999995
6.17375,3.8349999999999995,5.8774999999999995
6.17375,3.8349999999999995,5.8774999999999995
4.579999999999999,4.06,5.0
4.579999999999999,4.06,5.0
4.579999999999999,4.06,5.0
4.579999999999999,4.06,5.0
4.579999999999999,4.06,5.0
4.579999999999999,4.06,5.0
4.579999999999999,4.06,5.0
4.3933333333333335,3.1300000000000003,5.0200000000000005
4.3933333333333335,3.1300000000000003,5.0200000000000005
4.3933333333333335,3.1300000000000003,5.0200000000000005
4.3933333333333335,3.1300000000000003,5.0200000000000005
5.8566666666666665,4.489999999999999,5.743333333333333
5.8566666666666665,4.489999999999999,5.743333333333333
5.8566666666666665,4.489999999999999,5.743333333333333
5.8566666666666665,4.489999999999999,5.743333333333333
4.17,3.73,5.33
4.17,3.73,5.33
5.656666666666667,3.4939999999999998,5.624666666666667
5.656666666666667,3.4939999999999998,5.624666666666667
5.53,4.1,5.4
5.53,4.1,5.4
5.522083333333334,4.031666666666666,5.400000000000001
6.75,5.06,5.92
6.75,5.06,5.92
6.75,5.06,5.92
6.75,5.06,5.92
6.75,5.06,5.92
6.75,5.06,5.92
6.75,5.06,5.92
6.75,5.06,5.92
6.75,5.06,5.92
6.75,5.06,5.92
3.7699999999999996,3.6725000000000003,4.2299999999999995
6.1,5.2,5.77
6.1,5.2,5.77
6.1,5.2,5.77
6.1,5.2,5.77
6.1,5.2,5.77
6.1,5.2,5.77
4.2299999999999995,3.806,5.14
4.2299999999999995,3.806,5.14
3.32,4.0,4.14
6.1259999999999994,3.968999999999999,6.220999999999999
6.1259999999999994,3.968999999999999,6.220999999999999
6.1259999999999994,3.968999999999999,6.220999999999999
6.1259999999999994,3.968999999999999,6.220999999999999
6.12,3.4050000000000002,6.855
3.8725000000000005,3.6662500000000002,4.7675
3.8725000000000005,3.6662500000000002,4.7675
3.8725000000000005,3.6662500000000002,4.7675
4.76,3.18,6.53
5.86,3.78,5.9799999999999995
5.86,3.78,5.9799999999999995
5.86,3.78,5.9799999999999995
5.86,3.78,5.9799999999999995
5.798333333333333,4.2124999999999995,5.577500000000001
5.798333333333333,4.2124999999999995,5.577500000000001
5.32,4.11,4.81
5.32,4.11,4.81
5.8225,4.145,5.73
5.8225,4.145,5.73
5.8225,4.145,5.73
5.8225,4.145,5.73
6.25,4.43,6.71
6.25,4.43,6.71
5.32,4.82,5.45
6.764,3.404,6.142
6.71,5.8,6.11
6.71,5.8,6.11
6.71,5.8,6.11
6.71,5.8,6.11
6.71,5.8,6.11
6.71,5.8,6.11
5.0,3.81,5.48
5.0,3.81,5.48
5.14,4.33,4.85
5.14,4.33,4.85
5.14,4.33,4.85
3.565,4.6525,4.5875
3.5433333333333334,4.105333333333332,4.381333333333334
3.5433333333333334,4.105333333333332,4.381333333333334
3.5433333333333334,4.105333333333332,4.381333333333334
3.5433333333333334,4.105333333333332,4.381333333333334
3.5433333333333334,4.105333333333332,4.381333333333334
5.654000000000001,3.928,5.577999999999999
6.420833333333332,4.111666666666667,5.634999999999999
6.420833333333332,4.111666666666667,5.634999999999999
6.420833333333332,4.111666666666667,5.634999999999999
3.9099999999999997,4.38875,4.808750000000001
3.9099999999999997,4.38875,4.808750000000001
3.9099999999999997,4.38875,4.808750000000001
3.9099999999999997,4.38875,4.808750000000001
3.9099999999999997,4.38875,4.808750000000001
3.9099999999999997,4.38875,4.808750000000001
3.2,3.83,3.94
3.2,3.83,3.94
3.2,3.83,3.94
5.305,3.67,4.945
5.625,3.575,5.515
6.11,3.48,4.89
6.11,3.48,4.89
6.11,3.48,4.89
5.8,3.6,5.19
5.8,3.6,5.19
5.8,3.6,5.19
5.8,3.6,5.19
5.8,3.6,5.19
5.8,3.6,5.19
5.8,3.6,5.19
5.8,3.6,5.19
5.67,3.09,5.39
5.8,2.52,6.2
5.8,2.52,6.2
5.8,2.52,6.2
5.8,2.52,6.2
5.8,2.52,6.2
5.8,2.52,6.2
5.8,2.52,6.2
5.8,2.52,6.2
5.8,2.52,6.2
4.1,3.43,4.83
5.745,3.6950000000000003,5.465
5.109999999999999,3.295,4.98
5.109999999999999,3.295,4.98
5.109999999999999,3.295,4.98
5.109999999999999,3.295,4.98
5.109999999999999,3.295,4.98
5.109999999999999,3.295,4.98
5.109999999999999,3.295,4.98
7.38,3.75,6.35
7.38,3.75,6.35
7.38,3.75,6.35
7.38,3.75,6.35
5.33,3.771666666666667,5.226666666666667
5.58,6.27,5.04
5.58,6.27,5.04
6.05,3.395,4.69
3.1,3.83,3.95
3.1,3.83,3.95
5.43,3.36,4.96
5.571818181818181,4.052727272727274,5.666363636363636
5.571818181818181,4.052727272727274,5.666363636363636
5.571818181818181,4.052727272727274,5.666363636363636
6.14,5.43,6.71
6.14,5.43,6.71
5.823333333333333,4.762222222222222,5.476666666666667
5.823333333333333,4.762222222222222,5.476666666666667
5.823333333333333,4.762222222222222,5.476666666666667
5.823333333333333,4.762222222222222,5.476666666666667
6.58,3.78,4.68
6.58,3.78,4.68
6.58,3.78,4.68
6.58,3.78,4.68
3.95,5.05,3.38
3.95,5.05,3.38
4.73,3.38,5.88
4.786666666666666,3.827777777777778,4.981111111111111
4.6850000000000005,3.8508333333333327,5.116666666666667
4.6850000000000005,3.8508333333333327,5.116666666666667
5.118333333333333,4.031666666666667,5.035
4.786666666666666,3.827777777777778,4.981111111111111
4.780909090909091,3.86090909090909,5.172727272727273
4.6850000000000005,3.8508333333333327,5.116666666666667
4.846666666666667,4.233333333333333,5.363333333333333
4.846666666666667,4.233333333333333,5.363333333333333
4.846666666666667,4.233333333333333,5.363333333333333
4.846666666666667,4.233333333333333,5.363333333333333
5.1175,4.675,5.157500000000001
4.916666666666667,3.4033333333333338,5.466666666666666
5.52,4.27,6.1
5.52,4.27,6.1
5.52,4.27,6.1
5.444285714285714,4.183571428571429,5.875
5.444285714285714,4.183571428571429,5.875
5.57,4.3133333333333335,5.566666666666666
5.97,4.19,6.63
5.97,4.19,6.63
5.97,4.19,6.63
5.97,4.19,6.63
5.97,4.19,6.63
5.26,3.73,4.31
5.26,3.73,4.31
5.26,3.73,4.31
5.26,3.73,4.31
5.32,3.89,5.52
5.32,3.89,5.52
5.596,4.074,5.11
5.622,3.6100000000000003,5.7620000000000005
5.154999999999999,5.371,5.729
5.154999999999999,5.371,5.729
5.154999999999999,5.371,5.729
5.154999999999999,5.371,5.729
5.154999999999999,5.371,5.729
5.154999999999999,5.371,5.729
5.154999999999999,5.371,5.729
5.929166666666668,4.073333333333332,5.543333333333333
5.38,4.43,4.84
5.38,4.43,4.84
5.38,4.43,4.84
5.38,4.43,4.84
5.38,4.43,4.84
5.38,4.43,4.84
5.38,4.43,4.84
5.47,4.86,4.43
5.47,4.86,4.43
5.47,4.86,4.43
4.302941176470588,4.2958823529411765,4.757058823529412
3.6936363636363634,4.501818181818182,4.413636363636364
4.302941176470588,4.2958823529411765,4.757058823529412
5.5024999999999995,3.69125,5.575
4.37,4.0,4.11
4.37,4.0,4.11
6.05,4.9,5.27
5.316666666666666,4.306666666666667,5.8933333333333335
6.654999999999999,4.734999999999999,6.29
6.654999999999999,4.734999999999999,6.29
5.566666666666666,4.465,5.7250000000000005
6.050000000000001,5.353333333333333,5.603333333333334
6.050000000000001,5.353333333333333,5.603333333333334
6.050000000000001,5.353333333333333,5.603333333333334
5.2775,4.0375,6.017499999999999
5.2775,4.0375,6.017499999999999
5.133125000000001,4.530625,5.514375000000001
5.2775,4.0375,6.017499999999999
5.2775,4.0375,6.017499999999999
5.01625,4.1537500000000005,5.036250000000001
5.01625,4.1537500000000005,5.036250000000001
5.3500000000000005,4.493749999999999,5.1812499999999995
5.311999999999999,4.202,5.476000000000001
5.311999999999999,4.202,5.476000000000001
5.81,3.43,5.46
5.81,3.43,5.46
5.81,3.43,5.46
3.78,4.35,4.72
3.78,4.35,4.72
4.335000000000001,4.449999999999999,5.3149999999999995
4.335000000000001,4.449999999999999,5.3149999999999995
4.335000000000001,4.449999999999999,5.3149999999999995
4.904999999999999,3.73625,5.324999999999999
4.831428571428572,4.042857142857143,5.298571428571428
4.831428571428572,4.042857142857143,5.298571428571428
3.5,4.61,4.0
3.5,4.61,4.0
4.359999999999999,4.275,5.0
4.359999999999999,4.275,5.0
5.5875,3.995,4.87
5.5875,3.995,4.87
5.5875,3.995,4.87
5.5875,3.995,4.87
5.5875,3.995,4.87
5.5875,3.995,4.87
6.262499999999999,4.64125,5.985624999999999
6.352,4.5,5.9399999999999995
6.352,4.5,5.9399999999999995
6.262499999999999,4.64125,5.985624999999999
6.24,4.898571428571429,6.107142857142857
5.1725,5.0275,5.195
5.13,4.851666666666667,5.093333333333334
7.26,3.1,6.7
7.26,3.1,6.7
7.26,3.1,6.7
7.26,3.1,6.7
7.26,3.1,6.7
4.86125,4.01,5.25875
4.86125,4.01,5.25875
4.86125,4.01,5.25875
2.7633333333333336,4.829999999999999,4.456666666666667
3.39,3.95,4.72
4.47,3.55,4.92
4.47,3.55,4.92
4.47,3.55,4.92
4.47,3.55,4.92
6.9825,4.49,6.327500000000001
6.9825,4.49,6.327500000000001
6.9825,4.49,6.327500000000001
5.987500000000001,4.3100000000000005,5.38
5.987500000000001,4.3100000000000005,5.38
4.45,4.175,5.085
4.345000000000001,4.646,4.853
4.345000000000001,4.646,4.853
4.345000000000001,4.646,4.853
4.345000000000001,4.646,4.853
4.345000000000001,4.646,4.853
4.50047619047619,4.553809523809524,4.534285714285714
4.50047619047619,4.553809523809524,4.534285714285714
4.50047619047619,4.553809523809524,4.534285714285714
4.50047619047619,4.553809523809524,4.534285714285714
4.50047619047619,4.553809523809524,4.534285714285714
4.50047619047619,4.553809523809524,4.534285714285714
4.50047619047619,4.553809523809524,4.534285714285714
3.5483333333333333,4.7716666666666665,4.731666666666667
3.5483333333333333,4.7716666666666665,4.731666666666667
3.5483333333333333,4.7716666666666665,4.731666666666667
6.45,5.57,6.0
5.42,4.475,5.615
5.878571428571428,4.717142857142858,5.702857142857142
5.878571428571428,4.717142857142858,5.702857142857142
5.873,4.558,5.71
5.873,4.558,5.71
5.71,4.42,6.0
4.8464,3.8687999999999994,5.2856000000000005
4.8464,3.8687999999999994,5.2856000000000005
4.13,4.083333333333333,4.07
4.13,4.083333333333333,4.07
5.06,4.0,6.22
5.06,4.0,6.22
5.06,4.0,6.22
5.06,4.0,6.22
5.06,4.0,6.22
5.06,4.0,6.22
5.313333333333334,4.045333333333333,5.407333333333333
5.313333333333334,4.045333333333333,5.407333333333333
5.313333333333334,4.045333333333333,5.407333333333333
5.313333333333334,4.045333333333333,5.407333333333333
5.313333333333334,4.045333333333333,5.407333333333333
5.313333333333334,4.045333333333333,5.407333333333333
5.313333333333334,4.045333333333333,5.407333333333333
4.17,3.71,5.11
4.754444444444444,3.7277777777777774,4.970000000000001
4.754444444444444,3.7277777777777774,4.970000000000001
4.754444444444444,3.7277777777777774,4.970000000000001
6.0175,4.2525,5.635
6.0175,4.2525,5.635
6.0175,4.2525,5.635
6.0175,4.2525,5.635
6.0175,4.2525,5.635
6.0175,4.2525,5.635
5.1625000000000005,4.005,5.077500000000001
5.032500000000001,3.7500000000000004,5.34
5.032500000000001,3.7500000000000004,5.34
5.104,4.287999999999999,4.836
5.63,3.855,6.175000000000001
4.142857142857143,5.079999999999999,4.731428571428571
4.142857142857143,5.079999999999999,4.731428571428571
5.9087499999999995,3.6624999999999996,5.864999999999999
5.9087499999999995,3.6624999999999996,5.864999999999999
5.9087499999999995,3.6624999999999996,5.864999999999999
5.9087499999999995,3.6624999999999996,5.864999999999999
4.664999999999999,4.31,5.005000000000001
4.664999999999999,4.31,5.005000000000001
4.664999999999999,4.31,5.005000000000001
4.362500000000001,4.295,4.9375
4.362500000000001,4.295,4.9375
4.362500000000001,4.295,4.9375
3.9875,4.715,4.71
3.9875,4.715,4.71
3.9875,4.715,4.71
3.9875,4.715,4.71
4.63,4.22,4.88
4.63,4.22,4.88
4.63,4.22,4.88
4.63,4.22,4.88
4.838214285714286,4.408214285714285,5.057499999999999
4.838214285714286,4.408214285714285,5.057499999999999
4.838214285714286,4.408214285714285,5.057499999999999
4.838214285714286,4.408214285714285,5.057499999999999
4.838214285714286,4.408214285714285,5.057499999999999
4.4,3.71,4.62
4.4,3.71,4.62
4.4,3.71,4.62
4.4,3.71,4.62
4.4,3.71,4.62
4.4,3.71,4.62
4.823000000000001,4.227,5.082666666666666
5.453333333333333,4.746666666666666,5.136666666666667
5.0,4.43,4.5
5.0,4.43,4.5
4.53,4.615263157894737,5.0210526315789465
6.18,2.64,6.25
6.18,2.64,6.25
5.67,3.1,5.44
4.805,3.2199999999999998,5.390000000000001
4.616666666666666,3.1633333333333327,5.273333333333333
4.805,3.2199999999999998,5.390000000000001
5.431428571428571,3.9278571428571425,5.50142857142857
5.431428571428571,3.9278571428571425,5.50142857142857
5.431428571428571,3.9278571428571425,5.50142857142857
5.431428571428571,3.9278571428571425,5.50142857142857
5.431428571428571,3.9278571428571425,5.50142857142857
4.331999999999999,5.009,4.502
5.652,3.6719999999999997,5.647
4.76,4.09,4.19
2.535,3.7,3.465
4.04,3.9549999999999996,4.59375
5.85,3.36,5.56
5.85,3.36,5.56
5.85,3.36,5.56
5.85,3.36,5.56
5.85,3.36,5.56
5.85,3.36,5.56
4.603333333333333,3.02,4.476666666666667
4.603333333333333,3.02,4.476666666666667
4.603333333333333,3.02,4.476666666666667
4.786,3.838,4.998
4.786,3.838,4.998
4.786,3.838,4.998
4.685,3.4583333333333335,5.113333333333333
5.122499999999999,3.6058333333333334,5.267500000000001
4.685,3.4583333333333335,5.113333333333333
4.685,3.4583333333333335,5.113333333333333
4.685,3.4583333333333335,5.113333333333333
4.685,3.4583333333333335,5.113333333333333
4.685,3.4583333333333335,5.113333333333333
4.685,3.4583333333333335,5.113333333333333
5.422499999999999,4.44125,5.64875
6.55,4.62,6.33
6.55,4.62,6.33
4.706153846153845,3.5869230769230773,5.176153846153846
4.942399999999999,3.810399999999999,5.2904
4.706153846153845,3.5869230769230773,5.176153846153846
5.221000000000001,3.5895,5.3445
5.221000000000001,3.5895,5.3445
5.220999999999999,3.5895,5.344500000000001
5.1425,3.755,5.085
5.1425,3.755,5.085
5.236666666666667,3.6166666666666667,5.336666666666666
5.236666666666667,3.6166666666666667,5.336666666666666
2.6,4.0,3.5
2.6,4.0,3.5
5.25,3.7150000000000003,5.404999999999999
5.25,3.7150000000000003,5.404999999999999
5.25,3.7150000000000003,5.404999999999999
5.25,3.29,6.42
6.092222222222222,4.423888888888889,5.806666666666667
4.95,3.9,6.52
6.53,4.23,5.79
5.575882352941177,4.1247058823529406,5.422941176470588
5.575882352941177,4.1247058823529406,5.422941176470588
5.575882352941177,4.1247058823529406,5.422941176470588
5.381666666666667,4.32,5.07
5.381666666666667,4.32,5.07
5.44,5.05,4.768
5.44,5.05,4.768
2.29,5.275,4.335
5.581111111111111,3.9055555555555554,5.631111111111111
5.581111111111111,3.9055555555555554,5.631111111111111
5.581111111111111,3.9055555555555554,5.631111111111111
5.581111111111111,3.9055555555555554,5.631111111111111
5.581111111111111,3.9055555555555554,5.631111111111111
5.581111111111111,3.9055555555555554,5.631111111111111
5.86,3.9066666666666667,5.863333333333333
4.66,4.0280000000000005,6.386
4.58,2.89,4.92
4.58,2.89,4.92
4.616666666666666,3.1633333333333327,5.273333333333333
4.616666666666666,3.1633333333333327,5.273333333333333
4.616666666666666,3.1633333333333327,5.273333333333333
5.6,3.06,6.14
5.18,3.65,5.67
5.18,3.65,5.67
5.0649999999999995,3.73875,5.216874999999999
5.160000000000001,3.9378125,5.265625
5.0649999999999995,3.73875,5.216874999999999
5.0649999999999995,3.73875,5.216874999999999
5.160000000000001,3.9378125,5.265625
3.43,4.155,4.21
5.75,3.8125,6.18
6.1850000000000005,4.158125,5.944375
6.2090000000000005,3.808,6.2139999999999995
6.94,3.95,5.48
5.368,4.22,5.653999999999999
5.406666666666666,4.076666666666667,5.253333333333333
5.406666666666666,4.076666666666667,5.253333333333333
5.406666666666666,4.076666666666667,5.253333333333333
5.406666666666666,4.076666666666667,5.253333333333333
4.954444444444444,5.054444444444445,4.996666666666667
5.62,3.04,4.89
5.6850000000000005,4.176,5.739
5.455555555555557,3.8799999999999994,6.15
4.812,4.154000000000001,5.326
4.95,3.81,4.95
4.95,3.81,4.95
4.992727272727273,3.8663636363636367,5.434545454545454
4.992727272727273,3.8663636363636367,5.434545454545454
5.585217391304348,3.9343478260869564,5.6952173913043485
5.585217391304348,3.9343478260869564,5.6952173913043485
4.992727272727273,3.8663636363636367,5.434545454545454
7.1,4.04,6.81
7.1,4.04,6.81
7.1,4.04,6.81
7.1,4.04,6.81
7.1,4.04,6.81
7.1,4.04,6.81
7.1,4.04,6.81
4.57,4.47,4.95
4.57,4.47,4.95
4.57,4.47,4.95
4.57,4.47,4.95
4.57,4.47,4.95
4.57,4.47,4.95
5.89,5.32,5.64
4.544545454545454,4.289545454545455,5.121363636363637
4.544545454545454,4.289545454545455,5.121363636363637
4.45,3.71,4.7
3.62,5.21,5.05
3.62,5.21,5.05
4.913333333333333,3.016666666666667,4.973333333333333
4.913333333333333,3.016666666666667,4.973333333333333
5.305000000000001,4.063333333333334,5.364444444444445
5.305000000000001,4.063333333333334,5.364444444444445
4.7250000000000005,4.295,4.9925
4.7250000000000005,4.295,4.9925
4.7250000000000005,4.295,4.9925
4.943333333333334,4.410833333333334,5.508333333333334
4.943333333333334,4.410833333333334,5.508333333333334
5.19,2.78,5.25
5.19,2.78,5.25
5.19,2.78,5.25
5.732,4.932,5.858
5.732,4.932,5.858
3.9,5.015000000000001,4.455
3.677142857142857,4.895714285714286,4.68
2.94,4.68,4.5
2.8183333333333334,4.668333333333333,3.9733333333333327
2.8183333333333334,4.668333333333333,3.9733333333333327
2.8183333333333334,4.668333333333333,3.9733333333333327
2.8183333333333334,4.668333333333333,3.9733333333333327
4.785,4.03,5.94
4.785,4.03,5.94
4.785,4.03,5.94
4.785,4.03,5.94
5.305652173913043,3.793478260869566,5.072173913043478
5.342799999999999,3.8456000000000006,5.058800000000001
5.305652173913043,3.793478260869566,5.072173913043478
5.305652173913043,3.793478260869566,5.072173913043478
5.305652173913043,3.793478260869566,5.072173913043478
5.305652173913043,3.793478260869566,5.072173913043478
5.342799999999999,3.8456000000000006,5.058800000000001
2.67,4.67,4.36
4.86,3.26,5.62
4.47,3.29,6.04
4.47,3.29,6.04
4.47,3.29,6.04
5.196666666666668,3.6833333333333327,5.201333333333333
5.196666666666668,3.6833333333333327,5.201333333333333
2.16,5.21,4.1
2.16,5.21,4.1
5.4325,3.5825000000000005,5.6625
5.4325,3.5825000000000005,5.6625
5.4325,3.5825000000000005,5.6625
5.4325,3.5825000000000005,5.6625
5.4325,3.5825000000000005,5.6625
5.4325,3.5825000000000005,5.6625
5.4325,3.5825000000000005,5.6625
5.4325,3.5825000000000005,5.6625
5.4325,3.5825000000000005,5.6625
5.4325,3.5825000000000005,5.6625
5.4325,3.5825000000000005,5.6625
4.53,4.09,4.96
4.53,4.09,4.96
4.53,4.09,4.96
4.53,4.09,4.96
4.53,4.09,4.96
4.53,4.09,4.96
4.53,4.09,4.96
4.581,4.039,5.5040000000000004
5.1675,3.8674999999999997,5.2775
5.1675,3.8674999999999997,5.2775
4.5600000000000005,4.082962962962963,4.8959259259259245
4.5600000000000005,4.082962962962963,4.8959259259259245
4.5600000000000005,4.082962962962963,4.8959259259259245
4.5600000000000005,4.082962962962963,4.8959259259259245
4.5600000000000005,4.082962962962963,4.8959259259259245
4.5600000000000005,4.082962962962963,4.8959259259259245
4.2,3.8899999999999992,4.34
4.535,3.8499999999999996,5.705
4.535,3.8499999999999996,5.705
4.535,3.8499999999999996,5.705
5.05,4.05,6.21
5.798571428571428,3.89,5.6085714285714285
5.798571428571428,3.89,5.6085714285714285
5.798571428571428,3.89,5.6085714285714285
5.798571428571428,3.89,5.6085714285714285
5.798571428571428,3.89,5.6085714285714285
5.76,3.0,5.22
5.43,2.9,5.68
5.43,2.9,5.68
4.886666666666668,5.625,4.583333333333333
6.16,3.2866666666666666,5.326666666666667
6.16,3.2866666666666666,5.326666666666667
4.97,4.0075,5.59
5.74,3.31,5.74
5.37,3.86,5.825
6.213333333333334,3.7416666666666667,6.333333333333333
6.213333333333334,3.7416666666666667,6.333333333333333
6.213333333333334,3.7416666666666667,6.333333333333333
5.625,3.685,5.8
5.313157894736842,4.023684210526315,5.522631578947368
5.313157894736842,4.023684210526315,5.522631578947368
5.313157894736842,4.023684210526315,5.522631578947368
5.313157894736842,4.023684210526315,5.522631578947368
5.313157894736842,4.023684210526315,5.522631578947368
5.313157894736842,4.023684210526315,5.522631578947368
5.313157894736843,4.023684210526316,5.522631578947368
2.71,5.1,3.97
5.146,3.568,5.045999999999999
5.146,3.568,5.045999999999999
5.146,3.568,5.045999999999999
3.8776470588235297,4.802352941176471,4.470588235294118
2.79,5.5,3.21
2.79,5.5,3.21
2.79,5.5,3.21
4.75,4.804,5.294
6.57,4.32,6.29
5.29,5.15,5.76
4.9325,3.6975,5.04
4.9325,3.6975,5.04
4.9325,3.6975,5.04
7.25,4.05,5.54
7.25,4.05,5.54
4.498888888888889,4.011666666666667,5.018333333333334
5.505,4.485,5.357500000000001
5.406000000000001,4.17,5.132
5.406000000000001,4.17,5.132
5.2700000000000005,3.0566666666666666,4.946666666666666
5.2700000000000005,3.0566666666666666,4.946666666666666
4.9,3.78,5.38
5.6125,4.74125,5.965
5.6125,4.74125,5.965
5.6125,4.74125,5.965
5.6125,4.74125,5.965
6.049285714285715,3.936428571428572,5.884999999999999
6.34,4.1850000000000005,5.59
2.77,4.21,3.48
2.77,4.21,3.48
2.77,4.21,3.48
2.77,4.21,3.48
4.83875,4.53625,5.25375
2.62,5.65,3.97
2.62,5.65,3.97
2.62,5.65,3.97
4.9783333333333335,3.9083333333333337,5.984999999999999
4.9783333333333335,3.9083333333333337,5.984999999999999
4.9783333333333335,3.9083333333333337,5.984999999999999
4.9783333333333335,3.9083333333333337,5.984999999999999
3.1,3.82,5.04
3.1,3.82,5.04
3.1,3.82,5.04
2.79,4.59,3.25
2.79,4.59,3.25
2.79,4.59,3.25
4.25,4.696,5.394
4.25,4.696,5.394
5.335555555555555,4.617222222222222,5.567777777777778
5.335555555555555,4.617222222222222,5.567777777777778
5.335555555555555,4.617222222222222,5.567777777777778
5.335555555555555,4.617222222222222,5.567777777777778
5.46375,3.5574999999999997,5.38
5.46375,3.5574999999999997,5.38
5.46375,3.5574999999999997,5.38
5.46375,3.5574999999999997,5.38
5.46375,3.5574999999999997,5.38
5.46375,3.5574999999999997,5.38
4.05,4.27,4.84
4.05,4.27,4.84
4.05,4.27,4.84
4.05,4.27,4.84
4.05,4.27,4.84
4.05,4.27,4.84
4.821333333333333,4.854666666666666,5.046
4.82375,4.706249999999999,5.047500000000001
4.892941176470591,4.744117647058822,5.082941176470588
5.5125,4.305,5.3875
5.5125,4.305,5.3875
5.5125,4.305,5.3875
4.828461538461538,4.613076923076923,5.107692307692308
5.255000000000001,6.1850000000000005,5.225
5.0633333333333335,5.88,5.419999999999999
5.255000000000001,6.1850000000000005,5.225
5.0633333333333335,5.88,5.419999999999999
5.0633333333333335,5.88,5.419999999999999
5.255000000000001,6.1850000000000005,5.225
5.0633333333333335,5.88,5.419999999999999
5.0633333333333335,5.88,5.419999999999999
4.978571428571429,4.465714285714286,5.263333333333333
4.1883333333333335,4.97,4.466666666666667
4.1883333333333335,4.97,4.466666666666667
4.1883333333333335,4.97,4.466666666666667
4.1883333333333335,4.97,4.466666666666667
5.123333333333333,3.456666666666667,5.463333333333334
5.123333333333333,3.456666666666667,5.463333333333334
5.6,3.67,5.27
5.6,3.67,5.27
5.6,3.67,5.27
5.6,3.67,5.27
5.605,3.865,5.785
5.605,3.865,5.785
5.605,3.865,5.785
5.605,3.865,5.785
5.605,3.865,5.785
5.605,3.865,5.785
5.605,3.865,5.785
5.605,3.865,5.785
4.625,4.53,4.865
4.625,4.53,4.865
4.625,4.53,4.865
3.7750000000000004,4.279999999999999,4.95
3.61,4.74,5.85
3.61,4.74,5.85
3.61,4.74,5.85
3.61,4.74,5.85
3.61,4.74,5.85
4.865,4.115,5.109999999999999
4.865,4.115,5.109999999999999
4.865,4.115,5.109999999999999
4.865,4.115,5.109999999999999
4.865,4.115,5.109999999999999
6.24,4.79,5.57
5.753333333333333,3.777222222222221,5.966666666666666
5.753333333333333,3.777222222222221,5.966666666666666
4.48,4.21,5.235
4.406000000000001,4.808,4.798
5.084999999999999,4.975,5.107000000000001
5.084999999999999,4.975,5.107000000000001
4.72,3.793333333333333,5.541666666666667
3.76,3.96,4.34
3.76,3.96,4.34
2.95,4.48,4.72
5.668,3.882,5.614
5.668,3.882,5.614
5.243333333333333,2.776666666666667,6.023333333333333
5.087777777777777,4.575555555555557,4.773333333333333
5.087777777777777,4.575555555555557,4.773333333333333
5.308235294117647,4.263529411764706,5.250588235294117
5.5,4.0,3.72
5.095000000000001,3.2775,5.4725
4.668125,3.7018750000000002,4.9475
4.668125,3.7018750000000002,4.9475
5.86,3.56,5.21
5.27,4.21,5.19
5.96,3.414,5.548
3.55,4.637499999999999,3.9550000000000005
4.5,4.32,4.83
4.5,4.32,4.83
4.91,3.85,4.913333333333333
5.033333333333333,3.58,5.133333333333333
4.2275,3.375,4.8925
4.2275,3.375,4.8925
4.626666666666668,3.4583333333333335,5.238333333333332
4.626666666666668,3.4583333333333335,5.238333333333332
4.2275,3.375,4.8925
2.64,5.0,2.67
5.501147540983608,4.006065573770492,5.682786885245903
6.115,3.7,5.885
6.115,3.7,5.885
6.115,3.7,5.885
6.115,3.7,5.885
5.0225,3.43,5.265000000000001
5.521818181818182,3.880909090909091,5.537272727272727
5.521818181818182,3.880909090909091,5.537272727272727
5.521818181818182,3.880909090909091,5.537272727272727
4.79,4.236666666666666,4.773333333333333
5.52,4.0,5.38
5.094444444444445,4.0633333333333335,4.894444444444444
5.094444444444445,4.0633333333333335,4.894444444444444
5.223333333333334,3.93,4.819999999999999
