Word,V,A,D
apart,5.189090909090909,3.6563636363636367,4.5227272727272725
bedim,5.189090909090909,3.6563636363636367,4.5227272727272725
unnoticeable,5.189090909090909,3.6563636363636367,4.5227272727272725
unsung,4.647894736842106,3.998947368421052,4.449473684210527
hidden,5.2944,4.016800000000001,4.6912
obscureness,4.64,3.28,3.88
abstruseness,4.64,3.28,3.88
reconditeness,4.64,3.28,3.88
observing,6.37,4.05,6.04
watching,5.75,3.57,5.6000000000000005
perceiver,5.055,4.3,5.625
beholder,5.055,4.3,5.625
tocology,3.8366666666666673,5.173333333333333,4.319999999999999
midwifery,3.8366666666666673,5.173333333333333,4.319999999999999
Ob,3.8366666666666673,5.173333333333333,4.319999999999999
obstetrics,3.8366666666666673,5.173333333333333,4.319999999999999
OB,3.8366666666666673,5.173333333333333,4.319999999999999
haunted,3.856666666666667,4.87,4.468333333333334
obsessional,3.35,6.14,4.0
disused,3.53,3.27,3.61
obdurate,4.333333333333333,4.239999999999999,5.005
cussed,4.294,4.27,5.014
unrepentant,4.294,4.27,5.014
unregenerate,4.294,4.27,5.014
episodic,5.446666666666666,3.0,5.22
resident,5.19,3.17,5.24
occupier,5.19,3.17,5.24
occupancy,5.1775,3.82,5.0375
occurrent,4.94,4.1,4.7
happening,4.94,4.1,4.7
pelagic,7.45,4.26,5.57
Oceanic,7.45,4.26,5.57
devilfish,6.0,5.1,5.76
opthalmic,5.558,3.8600000000000003,5.472
eyepiece,5.4025,3.8375,5.41
unpaired,5.285,4.273000000000001,5.399
unmated,5.285,4.273000000000001,5.399
unmatched,5.526428571428572,4.192142857142858,5.546428571428572
Odyssey,5.7,4.83,6.57
umbrage,3.3,4.8975,4.4175
wrongdoer,3.25,4.52,3.86
dysphemistic,2.9350000000000005,4.657,4.014
violative,2.9350000000000005,4.657,4.014
offering,5.775000000000001,4.319166666666667,5.661666666666668
proffer,5.715882352941177,4.305294117647058,5.832941176470587
functionary,5.75,4.04,5.45
prescribed,6.96,4.72,6.583333333333333
setoff,5.538749999999999,4.2212499999999995,5.637499999999999
stolon,5.306666666666667,4.265555555555554,5.505555555555555
seaward,4.95,3.5,4.13
unctuous,4.116666666666666,4.45,4.920000000000001
smarmy,4.116666666666666,4.45,4.920000000000001
fulsome,4.116666666666666,4.45,4.920000000000001
buttery,4.4325,4.3375,5.2250000000000005
quondam,3.965,4.035,4.67
erstwhile,3.965,4.035,4.67
Old,3.965,4.035,4.67
onetime,3.965,4.035,4.67
sometime,3.965,4.035,4.67
Z,5.5,4.65,5.36
omelette,6.25,3.89,6.35
prognostic,5.0920000000000005,4.449999999999999,4.882
Oman,5.0920000000000005,4.449999999999999,4.882
portent,5.0920000000000005,4.449999999999999,4.882
prognostication,5.245,4.702500000000001,5.0175
ane,6.13,3.9899999999999998,5.915
unitary,6.13,3.9899999999999998,5.915
i,6.13,3.9899999999999998,5.915
peerless,6.13,3.9899999999999998,5.915
unmatchable,6.13,3.9899999999999998,5.915
unrivaled,6.13,3.9899999999999998,5.915
unrivalled,6.13,3.9899999999999998,5.915
matchless,6.13,3.9899999999999998,5.915
loads,5.74,5.09,5.35
heaps,5.74,5.09,5.35
stacks,5.74,5.09,5.35
slews,5.74,5.09,5.35
lots,5.74,5.09,5.35
piles,5.74,5.09,5.35
dozens,5.74,5.09,5.35
tons,5.74,5.09,5.35
lashings,5.74,5.09,5.35
rafts,5.74,5.09,5.35
gobs,5.74,5.09,5.35
scores,5.74,5.09,5.35
scads,5.74,5.09,5.35
wads,5.74,5.09,5.35
pizzaz,6.419999999999999,5.009999999999999,5.616666666666667
desirability,6.419999999999999,5.009999999999999,5.616666666666667
dynamism,6.194999999999999,5.3116666666666665,5.713333333333334
desirableness,6.419999999999999,5.009999999999999,5.616666666666667
transude,3.617142857142857,4.072857142857143,4.0442857142857145
oozing,3.617142857142857,4.072857142857143,4.0442857142857145
exudate,3.617142857142857,4.072857142857143,4.0442857142857145
seep,3.617142857142857,4.072857142857143,4.0442857142857145
exude,3.617142857142857,4.072857142857143,4.0442857142857145
seepage,3.617142857142857,4.072857142857143,4.0442857142857145
opened,5.628,3.983333333333333,5.6593333333333335
undefendable,5.628,3.983333333333333,5.6593333333333335
undecided,5.52625,4.076875,5.523124999999999
overt,5.628,3.983333333333333,5.6593333333333335
exposed,5.628,3.983333333333333,5.6593333333333335
unfastened,5.628,3.983333333333333,5.6593333333333335
undefended,5.628,3.983333333333333,5.6593333333333335
assailable,5.628,3.983333333333333,5.6593333333333335
untier,6.0,3.0,5.67
unfastener,6.0,3.0,5.67
hatchway,5.520833333333333,4.175833333333333,5.639166666666667
porta,5.754545454545455,4.1381818181818195,5.776363636363636
receptiveness,6.595,5.495,5.535
receptivity,6.595,5.495,5.535
Opera,5.68,3.84,6.25
functioning,4.083333333333333,5.153333333333333,4.591666666666667
operating,5.586666666666666,3.8666666666666667,5.726666666666667
shamus,5.472,4.4159999999999995,5.16
sherlock,5.472,4.4159999999999995,5.16
PI,5.472,4.4159999999999995,5.16
manipulator,4.555,4.16,4.825
opinionative,5.57,3.95,5.54
diametrical,4.643,4.145,5.175
diametric,4.643,4.145,5.175
antonym,4.548333333333333,4.136666666666667,5.048333333333333
paired,4.548333333333333,4.136666666666667,5.048333333333333
inverse,4.473333333333333,4.1722222222222225,5.2
oppositeness,3.44,4.832857142857143,4.1657142857142855
Opposition,3.44,4.832857142857143,4.1657142857142855
oppressiveness,2.67,4.57,2.94
tyrannical,3.05,6.24,3.43
tyrannous,3.05,6.24,3.43
Ops,5.05,4.21,4.73
optimal,7.38,5.21,5.55
prophesier,5.8575,3.7300000000000004,4.99
vaticinator,5.8575,3.7300000000000004,4.99
Orange,6.81,4.04,5.58
orangeness,6.81,4.04,5.58
orangish,6.81,4.04,5.58
orang,5.74,4.87,4.0
orangutang,5.74,4.87,4.0
enjoin,5.434666666666668,3.7633333333333336,5.6833333333333345
orderliness,5.39736842105263,3.8626315789473686,5.771578947368421
Order,5.39736842105263,3.8626315789473686,5.771578947368421
ordination,5.307142857142855,3.8471428571428574,5.646190476190476
ordering,5.39736842105263,3.8626315789473686,5.771578947368421
munition,3.9974999999999996,5.3075,4.9750000000000005
marjoram,6.11,3.7,5.16
harmonium,4.95,3.41,5.55
unionize,5.54375,4.401249999999999,6.5375
unionise,5.54375,4.401249999999999,6.5375
arranger,6.35,3.17,6.96
PDA,6.35,3.17,6.96
organiser,6.35,3.17,6.96
Oriental,6.26,3.18,5.45
predilection,5.848999999999999,4.126,6.002
archetype,5.837142857142856,4.397142857142858,5.567142857142857
crotchety,3.85,4.19,5.19
cantankerous,3.85,4.19,5.19
orphanhood,2.95,3.12,4.0
Orthodox,3.95,3.14,4.75
orthopedical,4.32,3.78,4.63
orthopaedic,4.32,3.78,4.63
early,5.41,3.48,6.0
superannuated,3.63,3.76,4.0
outflank,5.13909090909091,4.251818181818181,5.766363636363636
best,5.13909090909091,4.251818181818181,5.766363636363636
alfresco,6.525,4.185,6.1850000000000005
forbidden,4.153333333333333,4.293333333333333,4.183333333333333
prohibited,4.153333333333333,4.293333333333333,4.183333333333333
kayoed,4.153333333333333,4.293333333333333,4.183333333333333
proscribed,4.153333333333333,4.293333333333333,4.183333333333333
tabu,4.153333333333333,4.293333333333333,4.183333333333333
verboten,4.153333333333333,4.293333333333333,4.183333333333333
jakes,4.963749999999999,3.62125,5.32875
criminalise,2.82125,4.6825,3.9787500000000002
illegalize,2.82125,4.6825,3.9787500000000002
illegalise,2.82125,4.6825,3.9787500000000002
criminalize,2.82125,4.6825,3.9787500000000002
lineation,5.132,4.1160000000000005,5.5040000000000004
schema,5.395,4.16125,5.75625
outlast,6.256666666666668,4.376666666666667,5.883333333333333
outstation,4.67,3.05,6.06
outturn,5.318571428571429,4.232857142857143,5.748571428571428
scandalization,2.928181818181818,5.478181818181818,4.0227272727272725
scandalisation,2.928181818181818,5.478181818181818,4.0227272727272725
usurious,3.95,5.159999999999999,4.4071428571428575
unconscionable,3.95,5.159999999999999,4.4071428571428575
extortionate,3.95,5.159999999999999,4.4071428571428575
exorbitant,3.95,5.159999999999999,4.4071428571428575
outmaneuver,5.12,4.715,6.319999999999999
outmanoeuvre,5.12,4.715,6.319999999999999
owing,6.827500000000001,4.72,6.275
undischarged,6.827500000000001,4.72,6.275
salient,6.2700000000000005,5.021428571428571,5.79
overbalance,4.19,3.95,5.33
preponderate,4.19,3.95,5.33
outbalance,4.19,3.95,5.33
elliptic,5.14,3.5,5.54
elliptical,5.14,3.5,5.54
oviform,5.14,3.5,5.54
ellipse,5.14,3.5,5.54
ovoid,5.14,3.5,5.54
ovate,5.14,3.5,5.54
prolate,5.14,3.5,5.54
boilersuit,5.17,2.95,4.81
overbear,3.6466666666666665,4.72,4.61
dictatorial,3.6466666666666665,4.72,4.61
sunless,5.275,3.3200000000000003,4.49
cloudiness,5.275,3.3200000000000003,4.49
clouded,5.275,3.3200000000000003,4.49
overcasting,5.275,3.3200000000000003,4.49
topcoat,5.43,3.1,5.77
greatcoat,5.43,3.1,5.77
overcoating,5.43,3.1,5.77
whelm,4.334666666666666,4.501333333333333,4.594666666666667
overcrowd,2.55,5.39,3.15
overuse,5.43,5.16,5.53
overvalue,5.33,3.52,4.41
overreckoning,5.33,3.52,4.41
overrate,4.49,4.46,4.609999999999999
overappraisal,5.33,3.52,4.41
overvaluation,5.33,3.52,4.41
overestimation,5.33,3.52,4.41
overrating,5.33,3.52,4.41
runoff,3.5533333333333332,4.706666666666666,3.6199999999999997
overspill,3.5533333333333332,4.706666666666666,3.6199999999999997
overgrow,3.29,4.29,4.86
redevelopment,5.528333333333332,4.006666666666667,5.670000000000001
overheat,3.63,5.43,3.87
overjoy,7.17,5.57,6.78
lapping,4.425000000000001,3.165,5.265000000000001
imbrication,4.425000000000001,3.165,5.265000000000001
sheathing,5.085,3.4699999999999998,5.16
overlie,5.085,3.4699999999999998,5.16
overlayer,5.085,3.4699999999999998,5.16
overburden,3.295,4.095,4.1850000000000005
flyover,4.77,4.0,5.32
overmaster,3.9766666666666666,4.82,4.268888888888889
overprice,3.05,4.55,3.93
nullification,4.413333333333333,3.9533333333333336,5.823333333333333
overrule,4.384117647058823,4.134705882352941,5.241764705882353
preponderant,4.405,4.1274999999999995,5.645
preponderating,4.405,4.1274999999999995,5.645
paramount,4.405,4.1274999999999995,5.645
overproduction,3.74,4.9366666666666665,4.003333333333333
supervising,4.069999999999999,4.203333333333333,4.486666666666667
superintendence,4.069999999999999,4.203333333333333,4.486666666666667
inadvertence,4.069999999999999,4.203333333333333,4.486666666666667
oversize,4.4,3.65,4.44
outsize,4.4,3.65,4.44
outsized,4.4,3.65,4.44
derangement,3.5230769230769234,4.798461538461539,4.568461538461538
stoutness,4.2700000000000005,4.286666666666666,3.7100000000000004
adiposis,4.2700000000000005,4.286666666666666,3.7100000000000004
corpulence,4.2700000000000005,4.286666666666666,3.7100000000000004
consuming,4.123749999999999,4.81,4.465
overpowering,4.123749999999999,4.81,4.465
possessor,5.93,4.355,6.045
O,7.25,4.9,5.69
huitre,4.81,3.11,5.18
footstep,5.135000000000001,3.8842857142857143,5.472857142857142
gait,5.454285714285715,3.741428571428571,5.621428571428571
pacer,4.9,4.36,5.1
pacesetter,4.9,4.36,5.1
conciliator,6.085,3.5250000000000004,5.390000000000001
peacemaker,6.085,3.5250000000000004,5.390000000000001
reconciler,6.085,3.5250000000000004,5.390000000000001
pacificist,4.78,3.17,5.46
dovish,4.78,3.17,5.46
pacifistic,4.78,3.17,5.46
disarmer,4.78,3.17,5.46
tamp,4.9805,4.392,5.150499999999999
backpacker,5.055,4.1850000000000005,5.25
mailboat,5.22,4.0024999999999995,5.4175
launchpad,4.55,3.8549999999999995,4.8675
trudge,4.778499999999999,3.9524999999999997,5.135
digs,4.55,3.8549999999999995,4.8675
footslog,4.778499999999999,3.9524999999999997,5.135
inkpad,4.55,3.8549999999999995,4.8675
plod,4.778499999999999,3.9524999999999997,5.135
slog,4.644193548387096,4.232580645161289,5.125483870967742
lodgings,4.55,3.8549999999999995,4.8675
bolster,4.765000000000001,3.5083333333333333,4.984999999999999
domiciliation,4.55,3.8549999999999995,4.8675
diggings,4.55,3.8549999999999995,4.8675
cushioned,4.2825,3.66,4.7325
cushiony,4.2825,3.66,4.7325
cushioning,4.3100000000000005,3.6325000000000003,4.5625
dodder,4.83,4.1425,5.005
totter,5.164,4.2299999999999995,5.031999999999999
larrup,5.343,4.871,5.697
coggle,5.058749999999999,4.21,5.29625
toddle,4.83,4.1425,5.005
hedonist,4.652,4.122,4.9479999999999995
paginate,5.4,4.025,6.28
varlet,5.112,4.456,5.082
foliate,5.4,4.025,6.28
pageboy,6.09,3.45,6.37
Page,6.09,3.45,6.37
pageantry,5.0,4.42,4.88
pagination,5.4,4.025,6.28
pailful,4.525,2.6,5.3
hurting,2.9785714285714286,4.998571428571428,3.8971428571428572
painfulness,2.9785714285714286,4.998571428571428,3.8971428571428572
afflictive,3.561428571428571,4.507857142857143,4.257142857142857
anodyne,5.43,3.39,4.67
analgesic,5.43,3.39,4.67
pigment,5.836666666666666,4.193333333333333,6.263333333333333
blusher,5.836666666666666,4.193333333333333,6.263333333333333
geminate,6.029166666666668,3.9725,5.475833333333334
pyjama,6.86,4.37,6.54
jammies,6.86,4.37,6.54
wan,3.4508695652173915,4.708695652173914,4.265217391304348
pallid,3.4508695652173915,4.708695652173914,4.265217391304348
blench,3.5933333333333337,3.6166666666666667,4.156666666666666
blanch,3.5933333333333337,3.6166666666666667,4.156666666666666
fossilology,5.82,3.9,5.59
palaeontology,5.82,3.9,5.59
pallette,4.9350000000000005,3.675,5.855
thenar,6.04,3.7300000000000004,5.823333333333334
Pan,3.9450000000000003,3.355,5.12
battercake,7.57,3.665,6.215
hotcake,7.57,3.665,6.215
flapjack,7.57,3.665,6.215
griddlecake,7.57,3.665,6.215
flapcake,7.57,3.665,6.215
panelling,4.895999999999999,3.91,4.878
paneling,4.895999999999999,3.91,4.878
venire,4.79,3.8800000000000003,5.193333333333333
impanel,4.79,3.8800000000000003,5.193333333333333
empanel,4.79,3.8800000000000003,5.193333333333333
Milquetoast,4.445,4.5075,4.62125
pantywaist,4.445,4.5075,4.62125
milksop,4.445,4.5075,4.62125
trouser,5.26875,3.9875000000000003,5.14
pantie,6.16,5.325,5.15
larder,5.38,4.0,6.14
pablum,5.3999999999999995,5.18,4.87
pawpaw,6.43,4.4,5.58
papaia,6.43,4.4,5.58
softback,6.5,4.84,5.48
paperbacked,6.5,4.84,5.48
pimento,6.4,4.09,5.69
pimiento,6.4,4.09,5.69
Paradise,7.25,4.525,6.5600000000000005
alkane,5.1,3.11,5.29
paraquet,6.65,4.5,4.55
parrakeet,6.65,4.5,4.55
parroket,6.65,4.5,4.55
parroquet,6.65,4.5,4.55
paroquet,6.65,4.5,4.55
collimate,5.155,3.765,5.154999999999999
palsy,2.9,5.07,2.9
paralyse,2.52,4.47,3.05
paramedical,5.105,4.785,4.16
paranoiac,2.9,5.09,3.81
extrasensory,4.05,4.42,4.25
bloodsucking,1.95,4.82,2.71
epenthetic,1.95,4.82,2.71
leechlike,1.95,4.82,2.71
parasitical,1.95,4.82,2.71
scorched,3.3,4.91,4.38
adust,3.3,4.91,4.38
baked,3.3,4.91,4.38
parch,3.3,4.91,4.38
sunbaked,3.3,4.91,4.38
lambskin,5.48,2.9,5.23
parkland,6.1675,3.2625,5.547499999999999
Park,6.1675,3.2625,5.547499999999999
windcheater,5.84,2.72,5.86
windbreaker,5.84,2.72,5.86
anorak,5.84,2.72,5.86
Parkinson,2.09,4.76,3.3
sevens,4.9,2.81,4.08
fantan,4.9,2.81,4.08
parlour,5.85,2.71,5.29
Parmesan,7.0,4.22,5.58
countersign,5.683,4.201,5.643
partially,5.174347826086955,3.9291304347826084,5.603478260869565
partly,5.174347826086955,3.9291304347826084,5.603478260869565
overtone,6.04,3.53,6.005
divider,4.39,3.483333333333333,5.366666666666667
bobwhite,5.95,3.15,4.55
tinamou,5.95,3.15,4.55
bye,5.144782608695651,4.142826086956521,5.343695652173913
pas,5.143111111111111,4.164888888888888,5.3531111111111125
legislate,5.143111111111111,4.164888888888888,5.3531111111111125
strait,5.395892857142855,4.141071428571428,5.413928571428573
passionateness,5.658333333333334,5.48,5.3933333333333335
Passion,5.658333333333334,5.48,5.3933333333333335
preceding,5.09,4.71,5.18
yesteryear,5.09,4.71,5.18
retiring,5.09,4.71,5.18
by,5.09,4.71,5.18
Pastor,5.175,3.88,5.515000000000001
lea,5.723333333333334,3.4600000000000004,5.613333333333333
ley,5.723333333333334,3.4600000000000004,5.613333333333333
pastureland,5.723333333333334,3.4600000000000004,5.613333333333333
pastelike,4.626666666666666,4.046666666666667,4.8999999999999995
eyepatch,5.06375,3.5749999999999997,5.249999999999999
speckle,4.8786666666666685,3.785333333333333,5.348
while,5.421923076923077,3.8565384615384612,5.468461538461538
maculation,4.847142857142858,3.7778571428571426,5.335714285714286
agnatic,6.256666666666667,3.4599999999999995,5.946666666666666
agnate,6.256666666666667,3.4599999999999995,5.946666666666666
diagnostician,4.2,3.74,4.55
footpath,5.05,3.1100000000000003,5.640000000000001
longanimity,6.12,3.4050000000000002,6.855
forbearance,6.12,3.4050000000000002,6.855
nationalist,5.8,4.86,6.09
nationalism,6.55,3.89,6.23
frequenter,5.683333333333334,3.7900000000000005,6.390000000000001
spiel,5.514411764705883,4.48764705882353,5.451176470588236
paving,5.585,3.145,5.42
collectible,6.75,3.95,6.15
collectable,6.75,3.95,6.15
requital,4.0424999999999995,4.9675,4.9525
defrayal,5.16,4.44,5.19
defrayment,5.16,4.44,5.19
wages,5.562307692307693,4.353076923076923,5.700000000000001
paysheet,6.19,3.82,5.11
ataraxis,6.859,3.069,6.356
peacefulness,6.859,3.069,6.356
heartsease,6.859,3.069,6.356
pacification,6.833333333333333,3.36,6.273333333333333
peaceable,6.42,3.965,6.24
bucolic,4.67,4.234999999999999,4.535
peckerwood,4.381111111111111,4.43888888888889,4.808888888888889
treadle,5.902,3.9760000000000004,6.024
pitchman,3.645,4.73,4.355
pedlar,3.645,4.73,4.355
packman,3.645,4.73,4.355
hawker,3.645,4.73,4.355
footstall,5.586666666666666,3.126666666666667,5.84
plinth,5.586666666666666,3.126666666666667,5.84
footer,5.21,3.71,5.65
earthbound,5.21,3.71,5.65
walker,5.21,3.71,5.65
prosy,5.21,3.71,5.65
paediatric,5.75,3.78,5.38
pediatrist,6.95,4.29,5.32
paediatrician,6.95,4.29,5.32
paediatrics,5.29,2.42,4.73
pedology,5.29,2.42,4.73
pureblooded,5.441,3.992,4.754
pedigreed,5.441,3.992,4.754
pureblood,5.441,3.992,4.754
paedophile,1.26,5.05,3.37
peeing,4.70125,3.9250000000000003,5.48875
pissing,4.70125,3.9250000000000003,5.48875
weewee,4.760000000000001,3.907777777777778,5.50111111111111
bopeep,6.28,3.84,5.24
unclothe,4.9231578947368435,4.598947368421053,5.027368421052632
Peel,5.172,4.3340000000000005,5.172
uncase,4.9231578947368435,4.598947368421053,5.027368421052632
disrobe,4.9231578947368435,4.598947368421053,5.027368421052632
pare,4.981481481481482,4.022592592592594,5.243703703703704
discase,4.9231578947368435,4.598947368421053,5.027368421052632
spyhole,4.29,5.39,4.81
eyehole,4.29,5.39,4.81
peeve,3.175,5.395,4.65
penalisation,2.78,4.48,3.9050000000000002
penalization,2.78,4.48,3.9050000000000002
penitence,5.385,3.965,5.275
perforate,4.952142857142858,4.5357142857142865,5.049285714285714
incursion,6.285,5.605,5.855
penial,4.15,4.86,4.79
penitential,3.84,4.55,4.8
pennon,5.71,3.86,5.6850000000000005
waft,5.71,3.86,5.6850000000000005
impecunious,2.55,5.76,5.6
penurious,2.55,5.76,5.6
pentangle,4.42,3.89,4.24
pentacle,4.42,3.89,4.24
citizenry,5.065,3.8825000000000003,5.1425
capsicum,5.63,4.3,5.75
peppercorn,5.63,4.3,5.75
pct,5.326,3.3340000000000005,5.684
centile,4.55,4.52,5.24
percept,6.05,3.57,6.2
pleximetry,6.53,3.43,5.62
perfective,5.815,3.9737500000000003,5.79875
flawlessness,5.995,4.965,6.59
aromatize,6.8425,4.4175,5.82875
aromatise,6.8425,4.4175,5.82875
odorous,6.6175,4.215833333333333,5.6675
odoriferous,6.6175,4.215833333333333,5.6675
riskiness,3.4283333333333332,5.392500000000001,3.9166666666666665
parlous,3.915,4.33,3.7525000000000004
periodical,5.145,3.0,4.654999999999999
perquisite,6.28,4.6625000000000005,6.1125
buoyant,6.0,6.57,5.75
chirpy,6.0,6.57,5.75
Perm,5.055,3.505,4.695
Molotov,5.055,3.505,4.695
allowable,5.3,3.3,6.12
tenacity,6.083333333333333,3.893333333333333,6.443333333333334
tenaciousness,6.083333333333333,3.893333333333333,6.443333333333334
persistency,6.083333333333333,3.893333333333333,6.443333333333334
pertinacity,6.083333333333333,3.893333333333333,6.443333333333334
doggedness,6.083333333333333,3.893333333333333,6.443333333333334
perseveration,6.083333333333333,3.893333333333333,6.443333333333334
persevere,5.608333333333334,3.923333333333334,6.135000000000001
haunting,5.312,4.658,5.81
dogged,5.418333333333333,4.396666666666667,5.835
pertinacious,5.418333333333333,4.396666666666667,5.835
unyielding,5.418333333333333,4.396666666666667,5.835
sweating,4.1899999999999995,4.31,4.630000000000001
hidrosis,4.1899999999999995,4.31,4.630000000000001
sudor,5.001666666666666,4.328333333333333,5.276666666666666
sudation,4.1899999999999995,4.31,4.630000000000001
diaphoresis,4.1899999999999995,4.31,4.630000000000001
suasion,6.336,4.138,6.064
depraved,3.684615384615385,5.046153846153847,4.433076923076923
convolute,4.558717948717948,4.505897435897435,4.918974358974357
pestis,2.8318181818181816,5.426363636363636,4.038181818181818
pounder,5.234999999999999,3.225,5.875
muller,5.234999999999999,3.225,5.875
PET,7.09,3.98,5.9125
postulation,5.645,4.3475,5.8950000000000005
orison,5.655,3.79,5.735
supplicant,5.58,3.6350000000000002,5.8775
suer,5.59,3.75,5.91
suppliant,5.55,3.83,6.24
requester,5.55,3.83,6.24
ossify,3.37,5.17,3.58
lapidify,3.37,5.17,3.58
petrify,3.37,5.17,3.58
rigidify,3.37,5.17,3.58
underskirt,5.57,3.87,5.48
Petunia,6.22,4.19,5.64
mescal,4.885,4.615,4.445
mezcal,4.885,4.615,4.445
Pharaoh,5.45,4.63,5.52
pharmaceutic,4.67,3.35,5.0
pharmaceutics,4.895,3.865,5.5600000000000005
altruist,6.57,4.17,6.0
Philistine,3.52,3.33,4.86
lowbrow,3.52,3.33,4.86
philosophic,6.21,3.5,5.39
sluggishness,3.4349999999999996,3.835,4.82
sputum,3.4349999999999996,3.835,4.82
languor,3.4349999999999996,3.835,4.82
lethargy,3.4349999999999996,3.835,4.82
orthophosphate,4.74,3.71,4.61
daystar,4.43,3.91,4.33
P,4.43,3.91,4.33
Phosphorus,4.43,3.91,4.33
lensman,6.71,3.58,5.65
forcible,5.9,5.5,7.26
physic,5.53,4.27,5.16
purgative,5.53,4.27,5.16
aperient,5.53,4.27,5.16
cathartic,5.53,4.27,5.16
physiologic,4.76,5.04,4.86
pianissimo,6.765000000000001,3.325,5.76
pianoforte,6.765000000000001,3.325,5.76
softly,6.765000000000001,3.325,5.76
picking,5.546153846153847,3.7600000000000002,5.660769230769231
weft,5.546153846153847,3.7600000000000002,5.660769230769231
plectron,5.546153846153847,3.7600000000000002,5.660769230769231
pickaxe,5.546153846153847,3.7600000000000002,5.660769230769231
pickax,5.546153846153847,3.7600000000000002,5.660769230769231
plectrum,5.546153846153847,3.7600000000000002,5.660769230769231
cull,4.746451612903226,3.963225806451612,5.2780645161290325
chooser,4.38,3.62,4.76
selector,4.38,3.62,4.76
piquet,4.785,3.55375,5.234999999999999
characterisation,6.0895652173913035,4.051304347826088,6.086956521739131
characterization,6.0895652173913035,4.051304347826088,6.086956521739131
depiction,6.0895652173913035,4.051304347826088,6.086956521739131
delineation,6.0895652173913035,4.051304347826088,6.086956521739131
PIE,6.45,4.05,6.29
piousness,5.0,3.42,4.08
farrow,4.4350000000000005,4.561000000000001,4.932
sloven,4.4350000000000005,4.561000000000001,4.932
piggish,5.42,3.5650000000000004,5.41
hoggish,5.42,3.5650000000000004,5.41
shoat,5.42,3.5650000000000004,5.41
swinish,5.42,3.5650000000000004,5.41
shote,5.42,3.5650000000000004,5.41
pickaback,5.15,4.11,4.91
sty,2.86,4.48,4.05
pigpen,2.86,4.48,4.05
stilt,5.4079999999999995,3.9575000000000005,5.447999999999999
spile,5.4079999999999995,3.9575000000000005,5.447999999999999
piling,5.4079999999999995,3.9575000000000005,5.447999999999999
Pilgrim,5.16,4.04,5.0
lozenge,5.331666666666667,3.7433333333333336,5.123333333333334
anovulant,5.153333333333333,3.9333333333333336,5.5633333333333335
plundering,5.025,5.1899999999999995,5.295000000000001
pillaging,5.025,5.1899999999999995,5.295000000000001
toque,4.48,3.49,5.535
ponce,4.234999999999999,4.225,4.82
pandar,4.234999999999999,4.225,4.82
procurer,4.234999999999999,4.225,4.82
panderer,4.234999999999999,4.225,4.82
PIN,4.79,3.861666666666667,5.103333333333333
rowlock,4.79,3.861666666666667,5.103333333333333
thole,4.79,3.861666666666667,5.103333333333333
tholepin,4.79,3.861666666666667,5.103333333333333
oarlock,4.79,3.861666666666667,5.103333333333333
vellicate,4.855357142857144,4.623928571428572,5.203214285714287
ananas,6.9,4.41,5.65
Ping,5.93,4.13,5.743333333333333
pinkish,5.744,4.128,5.634
pinko,5.744,4.128,5.634
pinky,5.82,2.85,5.08
Pinot,5.71,3.62,5.28
groundbreaker,6.05,3.475,6.49
trailblazer,6.05,3.475,6.49
innovator,6.05,3.475,6.49
pipage,4.25,4.756666666666667,4.941111111111111
pipework,4.430000000000001,4.534000000000001,4.794
worst,4.26,4.875333333333334,5.018666666666666
plagiarisation,5.65,5.64,4.38
buccaneering,5.65,5.64,4.38
plagiarization,5.65,5.64,4.38
plagiarism,5.65,5.64,4.38
marauder,3.3233333333333337,5.033333333333332,4.1499999999999995
pirana,3.3233333333333337,5.033333333333332,4.1499999999999995
caribe,3.3233333333333337,5.033333333333332,4.1499999999999995
plagiariser,3.486666666666667,5.2700000000000005,4.203333333333334
plagiarizer,3.486666666666667,5.2700000000000005,4.203333333333334
buccaneer,3.486666666666667,5.2700000000000005,4.203333333333334
plagiarist,3.486666666666667,5.2700000000000005,4.203333333333334
urinator,4.1,6.05,4.85
Piston,4.41,4.0,5.375
colliery,4.218571428571428,4.265714285714286,5.414285714285714
pitfall,4.218571428571428,4.265714285714286,5.414285714285714
endocarp,4.733333333333334,4.16,5.472222222222222
pock,3.8853333333333344,4.777333333333333,4.744
fossa,4.218571428571428,4.265714285714286,5.414285714285714
ewer,5.5649999999999995,3.86,5.79
hurler,5.5649999999999995,3.86,5.79
pitcherful,5.5649999999999995,3.86,5.79
twirler,5.5649999999999995,3.86,5.79
sententious,4.67,3.32,5.4
hypophysis,4.79,4.4,4.91
ruth,5.4125,4.675000000000001,5.7375
commiseration,5.4125,4.675000000000001,5.7375
pathos,5.4125,4.675000000000001,5.7375
pyxie,6.3,4.08,5.145
lieu,5.601333333333334,3.6786666666666665,5.893555555555554
unruffled,5.736666666666666,3.238571428571429,5.8876190476190455
equable,6.21,2.6925,5.92
tartan,5.71,3.72,5.64
plainly,5.126428571428571,4.092142857142857,5.625
unmixed,5.128749999999999,4.187916666666667,5.4487499999999995
manifestly,5.126428571428571,4.092142857142857,5.625
apparently,5.126428571428571,4.092142857142857,5.625
unpatterned,5.126428571428571,4.092142857142857,5.625
evidently,5.126428571428571,4.092142857142857,5.625
unvarnished,5.126428571428571,4.092142857142857,5.625
patently,5.126428571428571,4.092142857142857,5.625
unmingled,5.128749999999999,4.187916666666667,5.4487499999999995
obviously,5.126428571428571,4.092142857142857,5.625
